# Alexandria ID,Compound,Formula,Charge,Multiplicity,CAS no.,ChemSpider ID,PubChem ID,StdInChI,InChIkey,DeltaHExp.,DeltaHError,DeltaHRef,DeltaHG4,S0Exp,S0Error,S0Ref,S0G4,Rotatable Bonds,Filename
1279,propane-1-thiol,C3H8S,0,1,107-03-9,7560,7848,"InChI=1S/C3H8S/c1-2-3-4/h4H,2-3H2,1H3",SUVIGLJNEAMWEG-UHFFFAOYSA-N,-67.5,0,22,-66.55,336.5,0,22,319.04,1,1-propanethiol-trans
1281,2-ethylphenol,C8H10O,0,1,90-00-6,13865680,6997,"InChI=1S/C8H10O/c1-2-7-5-3-4-6-8(7)9/h3-6,9H,2H2,1H3",IXQGCWUGDFDQMF-UHFFFAOYSA-N,-145.2,0,22,-145.05,392.38,0,22,371.77,1,2-ethylphenol
1282,(E)-3-phenylprop-2-enal,C9H8O,0,1,104-55-2,553117,637511,InChI=1S/C9H8O/c10-8-4-7-9-5-2-1-3-6-9/h1-8H/b7-4+,KJPRLNWUNMBNBZ-QPJJXVBHSA-N,,,,21.93,,,,387.42,2,E-3-phenylprop-2-enal
1283,(Z)-3-phenylprop-2-enal,C9H8O,0,1,57194-69-1,4934372,6428995,InChI=1S/C9H8O/c10-8-4-7-9-5-2-1-3-6-9/h1-8H/b7-4-,KJPRLNWUNMBNBZ-DAXSKMNVSA-N,,,,37.99,,,,383.32,2,Z-3-phenylprop-2-enal
1285,"cyclohepta-1,3,5-triene",C7H8,0,1,544-25-2,10534,11000,"InChI=1S/C7H8/c1-2-4-6-7-5-3-1/h1-6H,7H2",CHVJITGCYZJHLR-UHFFFAOYSA-N,180.9,0,38,184.68,316.38,0,38,315.44,0,cyclohepta-135-triene
1286,dimethyl sulfate,C2H6O4S,0,1,77-78-1,6252,6497,"InChI=1S/C2H6O4S/c1-5-7(3,4)6-2/h1-2H3",VAYGXNSJCAHWJZ-UHFFFAOYSA-N,-687,0,22,-677.42,335,0,22,387.61,2,dimethyl-sulfate
1287,ethyl benzoate,C9H10O2,0,1,93-89-0,6897,7165,"InChI=1S/C9H10O2/c1-2-11-9(10)8-6-4-3-5-7-8/h3-7H,2H2,1H3",MTZQAGJQAFMTAQ-UHFFFAOYSA-N,-326,0,22,-312.43,455,0,22,420.51,3,ethyl-benzoate
1288,"ethyl 2,2,2-trichloroacetate",C4H5Cl3O2,0,1,515-84-4,21169510,10588,"InChI=1S/C4H5Cl3O2/c1-2-9-3(8)4(5,6)7/h2H2,1H3",SJMLNDPIJZBEKY-UHFFFAOYSA-N,,,,-458.67,,,,434.94,2,ethyl-222-trichloroacetate
1289,methyl hexanoate,C7H14O2,0,1,106-70-7,7536,7824,"InChI=1S/C7H14O2/c1-3-4-5-6-7(8)9-2/h3-6H2,1-2H3",NUKZAGXMHTUAFE-UHFFFAOYSA-N,-492.2,0,19,-496.69,482.58,10,38,453.06,5,methyl-hexanoate
1290,methyl octanoate,C9H18O2,0,1,111-11-5,7800,8091,"InChI=1S/C9H18O2/c1-3-4-5-6-7-8-9(10)11-2/h3-8H2,1-2H3",JGHZJRVDZXSNKQ-UHFFFAOYSA-N,-533.9,0,19,-539.46,572.96,12,38,516.73,7,methyl-octanoate
1291,methyl pentanoate,C6H12O2,0,1,624-24-8,11706,12206,"InChI=1S/C6H12O2/c1-3-4-5-6(7)8-2/h3-5H2,1-2H3",HNBDRPTVWVGKBR-UHFFFAOYSA-N,-471.1,0,19,-475.29,,,,421.14,4,methyl-pentanoate
1292,N-[dimethylamino(methyl)phosphoryl]-N-methylmethanamine,C5H15N2OP,0,1,2511-17-3,68159,75638,"InChI=1S/C5H15N2OP/c1-6(2)9(5,8)7(3)4/h1-5H3",YRWJRJCUZYGLPN-UHFFFAOYSA-N,,,,-417.18,,,,454.28,2,N--dimethylaminomethylphosphoryl--N-methylmethanamine
1293,1-(4-chlorophenyl)ethanone,C8H7ClO,0,1,99-91-2,13835126,7467,"InChI=1S/C8H7ClO/c1-6(10)7-2-4-8(9)5-3-7/h2-5H,1H3",BUZYGTVTZYSBCU-UHFFFAOYSA-N,,,,-117.83,,,,394.57,1,1-4-chlorophenylethanone
1294,4-methoxybenzaldehyde,C8H8O2,0,1,123-11-5,21105937,31244,"InChI=1S/C8H8O2/c1-10-8-4-2-7(6-9)3-5-8/h2-6H,1H3",ZRSNZINYAWTAHE-UHFFFAOYSA-N,,,,-198.59,,,,385.13,2,4-methoxybenzaldehyde
1301,"propane-1,2-diol",C3H8O2,0,1,57-55-6,13835224,1030,"InChI=1S/C3H8O2/c1-3(5)2-4/h3-5H,2H2,1H3",DNIAPMSPPWPWGF-UHFFFAOYSA-N,-421.5,0,22,-426.83,314.03,0,38,318.95,1,propane-12-diol
1302,"(2S)-propane-1,2-diol",C3H8O2,0,1,4254-15-3,388890,439846,"InChI=1S/C3H8O2/c1-3(5)2-4/h3-5H,2H2,1H3/t3-/m0/s1",DNIAPMSPPWPWGF-VKHMYHEASA-N,-421,0,38,-426.83,308.5,7,38,318.95,1,2S-propa-12-diol
1303,"(2R)-propane-1,2-diol",C3H8O2,0,1,4254-14-2,228188,259994,"InChI=1S/C3H8O2/c1-3(5)2-4/h3-5H,2H2,1H3/t3-/m1/s1",DNIAPMSPPWPWGF-GSVOUGTGSA-N,-421,0,38,-426.83,308.5,7,38,318.95,1,2R-propa-12-diol
1304,"(1E,5Z)-cycloocta-1,5-diene",C8H12,0,1,5259-71-2,18520443,,"InChI=1S/C8H12/c1-2-4-6-8-7-5-3-1/h1-2,7-8H,3-6H2/b2-1-,8-7+",,,,,151.03,,,,344.8,0,1E5Z-cycloocta-15-diene
1305,non-1-yne,C9H16,0,1,3452:9:4,17880,18937,"InChI=1S/C9H16/c1-3-5-7-9-8-6-4-2/h1H,4-9H2,2H3",OSSQSXOTMIGBCF-UHFFFAOYSA-N,61.7,0,38,59.78,487,0,38,448.61,5,non-1-yne
1306,"2,4-dimethylpentan-3-ol",C7H16O,0,1,600-36-2,11259,11752,"InChI=1S/C7H16O/c1-5(2)7(8)6(3)4/h5-8H,1-4H3",BAYAKMPRFGNNFW-UHFFFAOYSA-N,-355.88,0,38,-366.25,450.98,10,38,414.24,2,24-dimethylpentan-3-ol
1307,"(2S,5R)-2,5-dimethyltetrahydrofuran",C6H12O,0,1,1003-38-9,13255,,"InChI=1S/C6H12O/c1-5-3-4-6(2)7-5/h5-6H,3-4H2,1-2H3",,-259.03,0,38,-265.08,,,,358.75,0,2S5R-25-dimethyltetrahydrofuran
1308,3-phenylpropan-1-ol,C9H12O,0,1,122-97-4,13871718,31234,"InChI=1S/C9H12O/c10-8-4-7-9-5-2-1-3-6-9/h1-3,5-6,10H,4,7-8H2",VAJVDSVGBWFCLW-UHFFFAOYSA-N,-156,0,22,-143.36,446.9,0,22,417.46,3,3-phenylpropan-1-ol
1309,heptan-4-one,C7H14O,0,1,123-19-3,28986,31246,"InChI=1S/C7H14O/c1-3-5-7(8)6-4-2/h3-6H2,1-2H3",HCFAJYNVAYBARA-UHFFFAOYSA-N,-301.1,0,22,-301.13,452,0,22,442,4,heptan-4-one
1310,4-methylpentan-2-one,C6H12O,0,1,108-10-1,7621,7909,"InChI=1S/C6H12O/c1-5(2)4-6(3)7/h5H,4H2,1-3H3",NTIZESTWPVYFNL-UHFFFAOYSA-N,-286.4,0,22,-284.49,412.9,0,22,388.1,2,4-methylpentan-2-one
1311,di(propan-2-yl)cyanamide,C7H14N2,0,1,3085-76-5,68989,76520,"InChI=1S/C7H14N2/c1-6(2)9(5-8)7(3)4/h6-7H,1-4H3",DGCUISYKMONQDH-UHFFFAOYSA-N,,,,12.78,,,,440.83,2,dipropan-2-ylcyanamide
1312,dimethylcyanamide,C3H6N2,0,1,1467-79-4,14384,15112,InChI=1S/C3H6N2/c1-5(2)3-4/h1-2H3,OAGOUCJGXNLJNL-UHFFFAOYSA-N,,,,139.53,,,,317.79,0,dimethylcyanamide
1313,2-methyl-N-(phenylmethyl)propan-2-amine,C11H17N,0,1,3378-72-1,69359,,"InChI=1S/C11H17N/c1-11(2,3)12-9-10-7-5-4-6-8-10/h4-8,12H,9H2,1-3H3",,,,,-5.18,,,,467.24,3,2-methyl-N-phenylmethylpropan-2-amine
1314,N-methyl-1-phenylmethanamine,C8H11N,0,1,103-67-3,7386,7669,"InChI=1S/C8H11N/c1-9-7-8-5-3-2-4-6-8/h2-6,9H,7H2,1H3",RIWRFSMVIUAEBX-UHFFFAOYSA-N,,,,89.66,,,,382.23,2,N-methyl-1-phenylmethanamine
1315,benzoyl bromide,C7H5BrO,0,1,618-32-6,11559,12056,InChI=1S/C7H5BrO/c8-7(9)6-4-2-1-3-5-6/h1-5H,AQIHMSVIAGNIDM-UHFFFAOYSA-N,,,,-53.75,,,,377.63,1,benzoyl-bromide
1316,phenylmethanamine,C7H9N,0,1,100-46-9,7223,7504,"InChI=1S/C7H9N/c8-6-7-4-2-1-3-5-7/h1-5H,6,8H2",WGQKYBSKWIADBV-UHFFFAOYSA-N,94.4,0,19,87.13,358,0,22,350.99,1,phenylmethanamine
1317,1-butylsulfanylbutane,C8H18S,0,1,544-40-1,10536,11002,"InChI=1S/C8H18S/c1-3-5-7-9-8-6-4-2/h3-8H2,1-2H3",HTIRHQRTDBPHNZ-UHFFFAOYSA-N,-166.9,0,22,-170.28,527,0,22,484.19,6,dibutyl-sulfide
1318,N-prop-2-enylprop-2-en-1-amine,C6H11N,0,1,124-02-7,21106561,31279,"InChI=1S/C6H11N/c1-3-5-7-6-4-2/h3-4,7H,1-2,5-6H2",DYUWTXWIYMHBQS-UHFFFAOYSA-N,133.5,0,22,140.17,417.1,0,22,373.84,4,N-prop-2-enylprop-2-en-1-amine
1320,1-ethoxy-2-(2-ethoxyethoxy)ethane,C8H18O3,0,1,112-36-7,21106583,8179,"InChI=1S/C8H18O3/c1-3-9-5-7-11-8-6-10-4-2/h3-8H2,1-2H3",RRQYJINTUHWNHW-UHFFFAOYSA-N,-580,0,22,-576.69,585,0,22,518.77,8,1-ethoxy-2-2-ethoxyethoxyethane
1321,2-propan-2-ylsulfanylpropane,C6H14S,0,1,625-80-9,11761,12264,"InChI=1S/C6H14S/c1-5(2)7-6(3)4/h5-6H,1-4H3",XYWDPYKBIRQXQS-UHFFFAOYSA-N,-142.67,0,22,-146.45,415.47,0,22,412.25,2,2-propan-2-ylsulfanylpropane
1322,dodecanenitrile,C12H23N,0,1,2437-25-4,16177,17092,"InChI=1S/C12H23N/c1-2-3-4-5-6-7-8-9-10-11-12-13/h2-11H2,1H3",VXCUURYYWGCLIH-UHFFFAOYSA-N,-133.51,0,38,-138.71,604.78,0,38,571.58,9,dodecanenitrile
1323,ethoxybenzene,C8H10O,0,1,103-73-1,7391,7674,"InChI=1S/C8H10O/c1-2-9-8-6-4-3-5-7-8/h3-7H,2H2,1H3",DLRJIFUOBPOJNS-UHFFFAOYSA-N,-101.6,0,22,-106.09,402,0,22,374.01,2,phenetole
1324,ethyl 2-hydroxybenzoate,C9H10O3,0,1,118-61-6,21105897,8365,"InChI=1S/C9H10O3/c1-2-12-9(11)7-5-3-4-6-8(7)10/h3-6,10H,2H2,1H3",GYCKQBWUSACYIF-UHFFFAOYSA-N,,,,-498.74,,,,432.05,3,ethyl-2-hydroxybenzoate
1327,methyl decanoate,C11H22O2,0,1,110-42-9,7759,8050,"InChI=1S/C11H22O2/c1-3-4-5-6-7-8-9-10-11(12)13-2/h3-10H2,1-2H3",YRHYCMZPEVDGFQ-UHFFFAOYSA-N,-574.89,0,22,-582.25,634.4,0,22,580.44,9,methyl-decanoate
1331,methylsulfanylbenzene,C7H8S,0,1,100-68-5,7239,7520,"InChI=1S/C7H8S/c1-8-7-5-3-2-4-6-7/h2-6H,1H3",HNKJADCVZUBCPG-UHFFFAOYSA-N,95.73,0,22,90.89,428.3,0,22,364.56,1,methylsulfanylbenzene
1332,methylcyclohexane,C7H14,0,1,108-87-2,7674,7962,"InChI=1S/C7H14/c1-7-5-3-2-4-6-7/h7H,2-6H2,1H3",UAEPNZWRGJTJPN-UHFFFAOYSA-N,-154.8,0,22,-153.53,343.3,0,22,341.04,0,methylcyclohexane
1333,heptanoic acid,C7H14O2,0,1,111-14-8,7803,8094,"InChI=1S/C7H14O2/c1-2-3-4-5-6-7(8)9/h2-6H2,1H3,(H,8,9)",MNWFXJYAOYHMED-UHFFFAOYSA-N,-536.2,0,22,-517.11,480,0,22,443.94,5,heptanoic-acid
1334,pentadecane,C15H32,0,1,629-62-9,11885,12391,"InChI=1S/C15H32/c1-3-5-7-9-11-13-15-14-12-10-8-6-4-2/h3-15H2,1-2H3",YCOZIPAWZNQLMR-UHFFFAOYSA-N,-353.11,0,22,-359.99,741.81,0,22,657.03,12,pentadecane
1335,piperidine-1-carbonitrile,C6H10N2,0,1,1530-87-6,66378,73736,InChI=1S/C6H10N2/c7-6-8-4-2-1-3-5-8/h1-5H2,NVPICXQHSYQKGM-UHFFFAOYSA-N,,,,104.04,,,,352.87,0,piperidine-1-carbonitrile
1336,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,C6H14O4,0,1,676-18-6,13835895,8172,"InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2",ZIBGPFATKBEMQZ-UHFFFAOYSA-N,-725.1,0,22,-703.37,556.5,0,22,484.46,7,12-bis-2-hydroxyethoxy-ethane
1337,1-methoxy-2-[2-(2-methoxyethoxy)ethoxy]ethane,C8H18O4,0,1,112-49-2,13835222,8189,"InChI=1S/C8H18O4/c1-9-3-5-11-7-8-12-6-4-10-2/h3-8H2,1-2H3",YFNKIDBQEZZDLK-UHFFFAOYSA-N,-676,0,22,-672.16,622,0,22,553.91,9,12-bis2-methoxyethoxyethane
1338,undecanenitrile,C11H21N,0,1,2244:7:8,15853,16722,"InChI=1S/C11H21N/c1-2-3-4-5-6-7-8-9-10-11-12/h2-10H2,1H3",SZKKNEOUHLFYNA-UHFFFAOYSA-N,-112.8,0,38,-117.31,566.07,0,38,539.2,8,undecanenitrile
1339,phenylmethanethiol,C7H8S,0,1,100-53-8,13851383,7509,"InChI=1S/C7H8S/c8-6-7-4-2-1-3-5-7/h1-5,8H,6H2",UENWRTRMUIOCKN-UHFFFAOYSA-N,93.3,0,22,85.81,360.7,0,22,365.08,1,phenylmethanethiol
1340,(4-chlorophenyl)methanethiol,C7H7ClS,0,1,6258-66-8,72625,80409,"InChI=1S/C7H7ClS/c8-7-3-1-6(5-9)2-4-7/h1-4,9H,5H2",GKQXPTHQTXCXEV-UHFFFAOYSA-N,,,,53.13,,,,395.26,1,4-chlorobenzenemethanethiol
1342,4-chlorobenzenethiol,C6H5ClS,0,1,106-54-7,7527,7815,"InChI=1S/C6H5ClS/c7-5-1-3-6(8)4-2-5/h1-4,8H",VZXOZSQDJJNBRC-UHFFFAOYSA-N,,,,77.49,,,,365.46,0,4-chlorobenzenethiol
1343,cyclohexanethiol,C6H12S,0,1,1569-69-3,14555,15290,"InChI=1S/C6H12S/c7-6-4-2-1-3-5-6/h6-7H,1-5H2",CMKBCTPCXZNQKX-UHFFFAOYSA-N,-96.2,0,19,-99.1,,,,352.3,0,cyclohexanethiol
1344,decane-1-thiol,C10H22S,0,1,143-10-2,8577,8917,"InChI=1S/C10H22S/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",VTXVGVNLYGSIAR-UHFFFAOYSA-N,-210.9,0,22,-216.37,611.6,0,22,541.91,8,decane-1-thiol
1345,dodecane-1-thiol,C12H26S,0,1,112-55-0,7903,8195,"InChI=1S/C12H26S/c1-2-3-4-5-6-7-8-9-10-11-12-13/h13H,2-12H2,1H3",WNAHIZMDSQCWRP-UHFFFAOYSA-N,-253.2,0,22,-259.13,690.1,0,22,604.72,10,dodecane-1-thiol
1346,heptane-1-thiol,C7H16S,0,1,1639-09-4,14680,15422,"InChI=1S/C7H16S/c1-2-3-4-5-6-7-8/h8H,2-7H2,1H3",VPIAKHNXCOTPAY-UHFFFAOYSA-N,-149.5,0,22,-152.19,493.9,0,22,446.62,5,heptane-1-thiol
1347,"hexane-1,6-dithiol",C6H14S2,0,1,1191-43-1,13836,14491,"InChI=1S/C6H14S2/c7-5-3-1-2-4-6-8/h7-8H,1-6H2",SRZXCOWFGPICGA-UHFFFAOYSA-N,,,,-93.36,,,,458.19,5,hexane-16-dithiol
1348,hexane-1-thiol,C6H14S,0,1,111-31-9,7815,8106,"InChI=1S/C6H14S/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",PMBXCGGQNSVESQ-UHFFFAOYSA-N,-129.2,0,22,-130.81,454.6,0,22,414.56,4,hexane-1-thiol
1349,hexane-2-thiol,C6H14S,0,1,1679-06-7,452976,519310,"InChI=1S/C6H14S/c1-3-4-5-6(2)7/h6-7H,3-5H2,1-2H3",ABNPJVOPTXYSQW-UHFFFAOYSA-N,-137.9,0,38,-140.59,445.28,0,38,408.33,3,hexane-2-thiol
1351,3-methylbenzenethiol,C7H8S,0,1,108-40-7,21111833,7930,"InChI=1S/C7H8S/c1-6-3-2-4-7(8)5-6/h2-5,8H,1H3",WRXOZRLZDJAYDR-UHFFFAOYSA-N,,,,74.14,,,,384.29,0,3-methylbenzenethiol
1352,N-butylacetamide,C6H13NO,0,1,1119-49-9,55205,61265,"InChI=1S/C6H13NO/c1-3-4-5-7-6(2)8/h3-5H2,1-2H3,(H,7,8)",GYLDXXLJMRTVSS-UHFFFAOYSA-N,-305.9,0,19,-305.1,,,,435.56,3,N-butylacetamide
1353,N-butyl-N-phenylacetamide,C12H17NO,0,1,91-49-6,6784,7051,"InChI=1S/C12H17NO/c1-3-4-10-13(11(2)14)12-8-6-5-7-9-12/h5-9H,3-4,10H2,1-2H3",ZWDZJRRQSXLOQR-UHFFFAOYSA-N,,,,-182.69,,,,521.37,4,N-butyl-N-phenylacetamide
1354,"2-chloro-N,N-di(prop-2-enyl)acetamide",C8H12ClNO,0,1,93-71-0,6890,,"InChI=1S/C8H12ClNO/c1-3-5-10(6-4-2)8(11)7-9/h3-4H,1-2,5-7H2",,,,,-80.99,,,,481.51,6,2-chloro-NN-diprop-2-enylacetamide
1356,"N,N-diethylbutanamide",C8H17NO,0,1,1114-76-7,59578,66192,"InChI=1S/C8H17NO/c1-4-7-8(10)9(5-2)6-3/h4-7H2,1-3H3",CDQSTBHGKNNPSY-UHFFFAOYSA-N,,,,-328.89,,,,468.63,4,NN-diethylbutanamide
1357,(NE)-N-ethylideneacetamide,C4H7NO,0,1,,71210,,"InChI=1S/C4H7NO/c1-3-5-4(2)6/h3H,1-2H3/b5-3+",,,,,-129.2,,,,329.85,1,N-acetyl-ethanimine
1358,tetrachloroalumanuide,AlCl4-,-1,1,,10737456,3728926,"InChI=1S/Al.4ClH/h;4*1H/q+3;;;;/p-4",BXILREUWHCQFES-UHFFFAOYSA-J,,,,-1142.22,,,,347.31,0,tetrachloroaluminate
1359,tetrafluoroalumanuide,AlF4-,-1,1,,10722628,5311325,"InChI=1S/Al.4FH/h;4*1H/q+3;;;;/p-4",UYOMQIYKOOHAMK-UHFFFAOYSA-J,,,,-1953.79,,,,295.7,0,tetrafluoroaluminate
1361,monochloro-trifluoroaluminate,AlClF3-,-1,1,,,,"InChI=1S/Al.ClH.3FH/h;4*1H/q+4;;;;/p-4",,,,,-1753.12,,,,329.88,0,monochloro-trifluoroaluminate
1362,dichloro-difluoroaluminate,AlCl2F2-,-1,1,,,,"InChI=1S/Al.2ClH.2FH/h;4*1H/q+4;;;;/p-4",,,,,-1550.36,,,,342.89,0,dichloro-difluoroaluminate
1363,trichloro-monofluoroaluminate,AlCl3F-,-1,1,,,,"InChI=1S/Al.3ClH.FH/h;4*1H/q+4;;;;/p-4",,,,,-1346.45,,,,355.57,0,trichloro-monofluoroaluminate
1364,tetramethylborate,C4H12B-,-1,1,,9564256,,"InChI=1S/C4H12B/c1-5(2,3)4/h1-4H3",,,,,-277.85,,,,349.55,0,tetramethylborate
1366,"N,N-diethylpyridine-3-carboxamide",C10H14N2O,0,1,59-26-7,5296,5497,"InChI=1S/C10H14N2O/c1-3-12(4-2)10(13)9-6-5-7-11-8-9/h5-8H,3-4H2,1-2H3",NCYVXEGFNDZQCU-UHFFFAOYSA-N,,,,-89.77,,,,486.7,3,NN-diethylpyridine-3-carboxamide
1370,"2-chloro-1,3,2-benzodioxaphosphole",C6H4ClO2P,0,1,1641-40-3,66839,74232,InChI=1S/C6H4ClO2P/c7-10-8-5-3-1-2-4-6(5)9-10/h1-4H,YUJYEGDMJZHLMY-UHFFFAOYSA-N,,,,-391.89,,,,375.12,0,2-chloro-132-benzodioxaphosphole
1371,dibutyl hydrogen phosphite,C8H19O3P,0,1,1809-19-4,14967,,"InChI=1S/C8H19O3P/c1-3-5-7-10-12(9)11-8-6-4-2/h9H,3-8H2,1-2H3",,,,,-867.09,,,,577.99,8,dibutyl-hydrogen-phosphite
1373,1-diethoxyphosphorylethanone,C6H13O4P,0,1,919-19-7,456208,522997,"InChI=1S/C6H13O4P/c1-4-9-11(8,6(3)7)10-5-2/h4-5H2,1-3H3",YOHJPFQGGNEGSE-UHFFFAOYSA-N,,,,-994.16,,,,525.98,5,1-diethoxyphosphorylethanone
1374,1-[ethoxy(ethyl)phosphoryl]oxyethane,C6H15O3P,0,1,78-38-6,6286,6534,"InChI=1S/C6H15O3P/c1-4-8-10(7,6-3)9-5-2/h4-6H2,1-3H3",AATNZNJRDOVKDD-UHFFFAOYSA-N,,,,-935.9,,,,503.96,5,1--ethoxyethylphosphoryl-oxyethane
1375,diethyl hydrogen phosphate,C4H11O4P,0,1,2870-30-6,634,654,"InChI=1S/C4H11O4P/c1-3-7-9(5,6)8-4-2/h3-4H2,1-2H3,(H,5,6)",UCQFCFPECQILOL-UHFFFAOYSA-N,,,,-1144.49,,,,465.7,4,diethyl-hydrogen-phosphate
1376,1-diethoxyphosphorylethene,C6H13O3P,0,1,682-30-4,62832,,"InChI=1S/C6H13O3P/c1-4-8-10(7,6-3)9-5-2/h6H,3-5H2,1-2H3",,,,,-794.36,,,,492.85,5,1-diethoxyphosphorylethene
1377,N-[dimethylamino(fluoro)phosphoryl]-N-methylmethanamine,C4H12FN2OP,0,1,115-26-4,7966,8264,"InChI=1S/C4H12FN2OP/c1-6(2)9(5,8)7(3)4/h1-4H3",PGJBQBDNXAZHBP-UHFFFAOYSA-N,,,,-717.92,,,,440.41,2,N--dimethylaminofluorophosphoryl--N-methylmethanamine
1378,dimethyl hydrogen phosphate,C2H7O4P,0,1,813-78-5,12582,13134,"InChI=1S/C2H7O4P/c1-5-7(3,4)6-2/h1-2H3,(H,3,4)",KKUKTXOBAWVSHC-UHFFFAOYSA-N,,,,-1073.37,,,,401.39,2,dimethyl-hydrogen-phosphate
1379,dimethyl hydrogen phosphite,C2H7O3P,0,1,96-36-6,85582,,"InChI=1S/C2H7O3P/c1-4-6(3)5-2/h3H,1-2H3",,,,,-714.52,,,,384.25,2,dimethyl-hydrogen-phosphite
1380,(methoxy-methyl-phosphoryl)oxymethane,C3H9O3P,0,1,756-79-6,12418,,"InChI=1S/C3H9O3P/c1-5-7(3,4)6-2/h1-3H3",,,,,-848.63,,,,407.87,2,methoxymethylphosphoryl-oxymethane
1381,chloro-dimethoxy-sulfanylidene-lambda-5-phosphane,C2H6ClO2PS,0,1,2524-03-0,16374,,"InChI=1S/C2H6ClO2PS/c1-4-6(3,7)5-2/h1-2H3",,,,,-637.12,,,,407.76,2,OO-dimethyl-phosphorochloridothioate
1384,chloro(diphenyl)phosphane,C12H10ClP,0,1,1079-66-9,59567,66180,InChI=1S/C12H10ClP/c13-14(11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H,XGRJZXREYAXTGV-UHFFFAOYSA-N,,,,113.03,,,,483.07,2,chloro-diphenylphosphane
1386,dichloro(phenyl)phosphane,C6H5Cl2P,0,1,644-97-3,12053,12573,InChI=1S/C6H5Cl2P/c7-9(8)6-4-2-1-3-5-6/h1-5H,IMDXZWRLUZPMDH-UHFFFAOYSA-N,,,,-85.48,,,,403.15,0,dichlorophenylphosphane
1392,methylsulfanylethane,C3H8S,0,1,624-89-5,11729,12230,"InChI=1S/C3H8S/c1-3-4-2/h3H2,1-2H3",WXEHBUMAEPOYKP-UHFFFAOYSA-N,-59.6,0,22,-61.81,333.2,0,22,322.81,1,ethyl-methyl-sulfide-trans
1393,N-methylmethanimine,C2H5N,0,1,1761-67-7,120899,137199,"InChI=1S/C2H5N/c1-3-2/h1H2,2H3",NYVSDPNXBIEFPW-UHFFFAOYSA-N,,,,78.8,,,,260.1,0,N-methylmethanimine
1394,ethanethial,C2H4S,0,1,6851-93-0,109854,123241,"InChI=1S/C2H4S/c1-2-3/h2H,1H3",QJFUMFCCMJJLIE-UHFFFAOYSA-N,,,,68.79,,,,272.39,0,ethanethial
1395,"4,5-dihydroisoxazole",C3H5NO,0,1,504-73-4,10609312,,"InChI=1S/C3H5NO/c1-2-4-5-3-1/h2H,1,3H2",,,,,48.55,,,,292.22,0,45-dihydroisoxazole
1396,cyclopropanol,C3H6O,0,1,16545-68-9,109961,123361,"InChI=1S/C3H6O/c4-3-1-2-3/h3-4H,1-2H2",YOXHCYXIAVIFCZ-UHFFFAOYSA-N,,,,-101.86,,,,277.18,0,cyclopropanol
1397,cyclobutanol,C4H8O,0,1,2919-23-5,68700,76218,"InChI=1S/C4H8O/c5-4-2-1-3-4/h4-5H,1-3H2",KTHXBEHDVMTNOH-UHFFFAOYSA-N,-194,0,38,-143.42,,,,300.53,0,cyclobutanol
1398,2H-furan-5-one,C4H4O2,0,1,497-23-4,9917,10341,"InChI=1S/C4H4O2/c5-4-2-1-3-6-4/h1-2H,3H2",VIHAEDVKXSOUAT-UHFFFAOYSA-N,,,,-260.55,,,,295.28,0,2H-furan-5-one
1399,thiocarbonyl dichloride,CCl2S,0,1,463-71-8,9645,10040,InChI=1S/CCl2S/c2-1(3)4,ZWZVWGITAAIFPS-UHFFFAOYSA-N,,,,43.47,,,,294.32,0,thiocarbonyl-dichloride
1400,4-chlorophenol,C6H5ClO,0,1,106-48-9,13875219,4684,"InChI=1S/C6H5ClO/c7-5-1-3-6(8)4-2-5/h1-4,8H",WXNZTHHGJRFXKQ-UHFFFAOYSA-N,-128.1,0,22,-122.5,345,0,22,341.99,0,4-chlorophenol
1401,"(E)-1,3-dichloroprop-1-ene",C3H4Cl2,0,1,8022-76-2,23117,24726,"InChI=1S/C3H4Cl2/c4-2-1-3-5/h1-2H,3H2/b2-1+",UOORRWUZONOOLO-OWOJBTEDSA-N,-28.76,0,22,-27.87,340.1,0,22,329.63,1,E-13-dichloroprop-1-ene
1402,"(Z)-1,3-dichloroprop-1-ene",C3H4Cl2,0,1,10061-01-5,4444456,5280970,"InChI=1S/C3H4Cl2/c4-2-1-3-5/h1-2H,3H2/b2-1-",UOORRWUZONOOLO-UPHRSURJSA-N,-32.76,0,22,-28.66,340.1,0,22,330.95,1,Z-13-dichloroprop-1-ene
1403,methoxyethene,C3H6O,0,1,107-25-5,7573,7861,"InChI=1S/C3H6O/c1-3-4-2/h3H,1H2,2H3",XJRBAMWJDBPFIM-UHFFFAOYSA-N,-108,0,22,-107.51,308,0,22,285.08,1,methyl-vinyl-ether-cis
1404,1-nitroethene,C2H3NO2,0,1,3638-64-0,69627,77197,"InChI=1S/C2H3NO2/c1-2-3(4)5/h2H,1H2",RPMXALUWKZHYOV-UHFFFAOYSA-N,33.3,0,19,29.39,300.5,0,19,294.09,0,1-nitroethene
1405,1H-indole,C8H7N,0,1,120-72-9,776,798,"InChI=1S/C8H7N/c1-2-4-8-7(3-1)5-6-9-8/h1-6,9H",SIKJAQJRHWYJAI-UHFFFAOYSA-N,156.6,0,22,159.79,328,0,22,330.91,0,indole
