Receptor,PathFeatures
4.0,"['866443010010', '666434100100', '668343000000', '686433000000', '866334000000', '666344000000', '666443000000', '667433000000', '676334000000', '766343002001', '666433022011', '666333222111', '667333222111']"
2.0,"['766333011011', '667333110110', '676334102101', '768344022011', '686444222111', '866444220110', '668444200100']"
2.0,"['866444011011', '666444111111', '667443110110', '676433102101', '766333022011', '667333220110', '676334203101', '768344033011', '686444333111', '866444330110', '668444300100']"
2.0,"['866333011011', '666333111111', '666334112111', '668343122111', '686433222112', '866333223122', '666334233221', '666344333211', '666444330110', '668444300100']"
2.0,"['866333011012', '666333112121', '668333120210', '686334203101', '868344033011', '686444333111', '866444334111', '668444340110']"
1.0,"['766333111111', '666334110110', '666344100100', '667443000000', '676433000000', '766334000000', '666343002001', '666433022011', '666333222112', '666333222122', '666333223221', '666333233211', '668333330110', '686333300100', '868333000000']"
3.0,"['866444011013', '666444112132', '668443120320']"
3.0,"['866444000000', '667443000000', '676433000000', '766334000000', '666344000000', '666444001001', '666443011011', '667433111111', '676334110110', '766343102101', '666433022011', '666333222112', '668333223121']"
1.0,"['866333011011', '666333111111', '666334112111', '668343122111', '686433222112', '866333223122', '666334233221', '666343334211', '666433344111', '666333444111', '668333440110', '686334400100', '866343000000', '668433000000']"
2.0,"['766334000000', '668343000000', '686433001001', '866333011011', '666333111111', '666334112111', '666343122112', '666433223122', '668333233221', '686334333211', '866343334111', '666433344111', '666333444111', '668333440110']"
2.0,"['766444000000', '668444000000', '686444001001', '866444011011', '668444110110', '688443100100', '886433002001', '866333022011', '666333222111', '666334220110', '666343203101', '666433033011', '666333333111', '666333333111', '668333330110']"
1.0,"['866333011011', '666333111111', '666333111111', '666334110110', '666343102101', '666433022011', '666333222111', '668333220110', '688334200100', '886344003001', '866444033011', '668444333111', '686444333111', '866444330110', '668443300100', '686433000000', '866334000000', '666343000000', '668433000000']"
4.0,"['868444011011', '686444111111', '866444112111', '666444122111', '666444222111', '667444222111']"
2.0,"['866444011011', '666444111111', '668444110110', '686444102101', '866444022011', '666444222111', '666444222111', '666444220110', '668444200100', '686444003001', '866444033011', '668444330110']"
2.0,"['866444011011', '668444110110', '686444102101', '866444022011', '666444222111', '666444222111', '666444220110', '668444200100', '686444003001', '866444033011', '668444330110']"
1.0,"['767333000000', '676334000000', '766344000000', '666444000000', '666444000000', '666443000000', '667433000000', '676334000000', '766344000000', '666444000000', '666443000000', '668433000000']"
1.0,"['766334000000', '666344000000', '666444000000', '666444000000', '667443000000', '676433000000', '768333000000']"
2.0,"['866444011011', '668444111111', '686444111111', '868444110110', '686444100100', '866444002001', '668444022011', '686444222111', '868444220110', '686444200100', '866444000000', '666443000000', '666433000000', '666334000000', '666344000000', '666444000000', '668444000000']"
2.0,"['866444011011', '668444110110', '686444100100', '866444000000', '666443000000', '666433000000', '666334000000', '666344000000', '666444000000', '668444000000']"
1.0,"['866333011012', '666333111122', '666333112221', '668333120210', '686334203101', '866344033011', '666444333111', '666444333111', '666444330110', '666444300100', '666444000000', '666444000000', '666444000000', '666443000000', '668433000000']"
0.0,"['766344111222', '666443111222', '666433111222', '666334111221', '666343111211', '668433110110']"
2.0,"['866444001002', '666444011022', '666444111221', '666444111211', '668444110110', '686444102101', '866444022011', '666444222111', '666444222111', '668444220110']"
3.0,"['866334000000', '666344000000', '666444000000', '666444000000', '666444000000', '667443000000', '676433001001', '766333011011', '666333111111', '666333111112', '666334112122', '666343122221', '668433220210']"
2.0,"['866444011011', '668444110110', '686444100100', '866444002001', '668444022011', '686444222111', '868443220110', '686433203101', '866333033011', '666333333112', '668333334121', '686334344211', '866343445111', '666433455111', '666333555111', '668333550110']"
1.0,"['866444011011', '666444111112', '666444112121', '666443120210', '666434200100', '668343000000', '686433000000', '866334000000', '666344000000', '666443000000', '667433003001', '676334033011', '766343330110', '668433300100']"
2.0,"['866333011012', '666334112121', '666344122211', '666444220110', '668444200100', '686444003001', '868444033011', '686444333111', '866444330110', '668444300100']"
2.0,"['866444011011', '666444111111', '668444110110', '686444102101', '866444022011', '666444222112', '666444223122', '666444233222', '666444333221', '666444333211', '668444330110', '686444304101', '866444044011', '666444444111', '668444440110']"
2.0,"['866444011011', '668444110110', '686444102101', '866444022011', '666444222112', '666444223122', '666444233222', '666444333221', '666444333211', '668444330110', '686444304101', '868444044011', '686444444111', '866444440110', '668444400100']"
2.0,"['866444001001', '668444011011', '686444111111', '868444110110', '686444102101', '866444022011', '666444222112', '666444222122', '666444223222', '666444233221', '666444333211', '668444330110', '686444304101', '866444044011', '666444444111', '668444440110']"
0.0,"['866444000000', '666444000000', '666444000000', '666443000000', '666433000000', '666334001001', '666344011012', '666443112121', '668433120210']"
4.0,"['866444011012', '666444111122', '666444112222', '666444122222', '666444222222', '666443222222', '666433223221', '666333233211', '667333330110', '678333300100', '786334000000', '866343000000', '667433000000', '676334000000', '766344000000', '666443004001', '667433044011']"
5.0,"['866333011011', '666334110110', '666344100100', '666443000000', '667433000000', '676334000000', '766344000000', '667444000000']"
0.0,"['866444011012', '666444111122', '666444111222', '668443112221', '686433122212', '866333222123', '666333222232', '668333220320']"
3.0,"['866333011011', '666333110110', '667333100100', '676334000000', '766344002001', '666444022012', '666444222122', '666444223222', '666444233221', '666443333211', '666433333112', '666334334121', '666344344212', '668444445121']"
5.0,"['866444011021', '666444110210', '666444100100', '666444002001', '666444022012', '666444222122', '667444220220']"
1.0,"['866443001001', '666434011011', '666343110110', '668433100100']"
2.0,"['866443001001', '666433011011', '666333111111', '666333111111', '668333110110', '686334102101', '868344022011', '686444222111', '866444220110', '668443200100', '686433000000', '866333000000', '666333000000', '666333003001', '666333033011', '666333333111', '668333330110']"
2.0,"['766444000000', '666444001001', '666444011011', '666444110110', '666444100100', '668444000000']"
2.0,"['866444011011', '668444111111', '686444111111', '868443110110', '686433102101', '866333022011', '666333223111', '666333233111', '666333333111', '666333333111', '668333330110', '686334304101', '866344044011', '668444440110']"
2.0,"['866444011011', '668443110110', '686433102101', '866333022011', '666333222111', '666333222111', '666333223111', '666333233111', '668333330110', '686334304101', '866344044011', '666444444111', '668444440110']"
2.0,"['866444011011', '668444110110', '686444100100', '866444002001', '668444022011', '686444222111', '868443220110', '686433203101', '866333033011', '666333333111', '666333333111', '666334334111', '666344344111', '666444440110', '668444400100']"
2.0,"['866444000000', '666444000000', '666443001001', '666433011011', '666333111112', '666334112121', '666344122211', '666443223111', '666433233111', '666333333111', '666333333111', '668333330110', '686334304101', '868344044011', '686444444111', '866444440110', '668444400100', '686444005001', '866444055011', '666444555111', '668444550110']"
1.0,"['766344000000', '668443000000', '686433000000', '866334000000', '667343000000', '676433000000', '768333000000']"
2.0,"['866444000000', '666444000000', '666443001001', '666433011011', '666333111112', '666334112121', '666344120210', '668444200100']"
1.0,"['866444011011', '666444111112', '666444112122', '668443122221', '686433222212', '866333223122', '666334233221', '667343333211', '676434330110', '766344300100', '666444000000', '666443000000', '668433000000']"
1.0,"['866444011011', '666444111111', '666444111112', '666444112122', '668443122221', '686433222212', '866333223122', '666334233221', '667343333211', '676434330110', '766344300100', '666444000000', '666443000000', '668433000000']"
6.0,"['866444011022', '666444111221', '666444111211', '668444110110', '6816444100100', '8168443000000']"
4.0,"['866444011012', '666444112122', '666443122222', '666433222221', '666333222211', '667333220110', '678333200100', '786334000000', '866343000000', '667433000000', '676334000000', '766343003001', '666433033011', '666333333111', '667333333111']"
3.0,"['766443001001', '666434011013', '668343112131']"
2.0,"['866444001001', '668444011011', '686444111111', '868443110110', '686433102101', '866333022011', '666333222111', '666333222111', '666333223111', '666333233111', '668333330110', '686334304101', '866344044011', '666444444111', '666444440110', '668444400100']"
2.0,"['866333011011', '666333111111', '666334110110', '666344100100', '666443000000', '666433002001', '666333022011', '668333220110', '686334203101', '866344033011', '668444330110']"
2.0,"['766333011011', '666333111111', '666333112111', '666333122111', '666333222111', '666334220110', '666344200100', '666444003001', '666444033011', '666444330110', '666444300100', '666444000000', '668444000000']"
4.0,"['867444011011', '676444110110', '766444102101', '666444022012', '667444222122']"
2.0,"['866333011011', '666333111111', '666334110110', '666344100100', '668444000000', '686444002001', '866444022011', '666444222111', '668444220110', '686444203101', '866444033011', '666444333111', '668444330110']"
4.0,"['868444000000', '686444001002', '866444011021', '667444111211']"
2.0,"['866333011011', '666333111111', '666334112111', '666344122111', '666443223111', '666433233112', '668333334121', '686334344211', '866343445111', '666433455111', '666333555111', '668333550110']"
1.0,"['867444011011', '676444111111', '766444110110', '666444100100', '666443000000', '668433000000']"
3.0,"['866444011011', '666444111111', '666444111111', '668444110110', '686444100100', '866444002001', '668444022011', '686444222111', '868444220110', '686444200100', '866444000000', '666443003001', '666433033011', '666333333111', '666333333111', '668333330110']"
2.0,"['866333011011', '666333111111', '666333111111', '666334112111', '668343122111', '686433222112', '866333223121', '666334234211', '666344344111', '666444444111', '666444440110', '666444400100', '666443005001', '666433055011', '666333555111', '666333555111', '668333550110']"
2.0,"['866444011021', '666444111212', '666444111123', '668444110230']"
5.0,"['868444000000', '686444001001', '866444011011', '666444111111', '666444110110', '666444100100', '667444000000']"
2.0,"['866443000000', '666433000000', '666334000000', '666344000000', '666443000000', '666433000000', '666333000000', '666333000000', '666333000000', '666334001001', '666344011011', '666444111112', '666444112121', '666444120210', '666444200100', '666444000000', '668444000000']"
0.0,"['866444011012', '666444112122', '666444122222', '666444222222', '666444222222', '666443223221', '668433230210']"
2.0,"['868443000000', '686433001001', '866333011011', '666333111111', '666334110110', '666344102101', '666444022011', '668444220110']"
2.0,"['767333111111', '676334112111', '768344122111', '686444222111', '866444220110', '668444200100', '6815444003001', '8158444033011', '15815444333111', '8158444330110', '1586444304101', '866444044011', '666444444111', '668444440110']"
2.0,"['866333011011', '666333111111', '668333110110', '686334102101', '868344022011', '686444222111', '866444220110', '668444200100', '686444003001', '866444033011', '666444333111', '668444330110']"
3.0,"['868444010010', '686444100100', '866444002001', '668444022011']"
1.0,"['866444001001', '668444011011', '686444111111', '868444110110', '686444100100', '866444002001', '668444022011', '686444222111', '868443220110', '686433203101', '866333033011', '666333333111', '666333330110', '668333300100']"
3.0,"['868443011011', '686433111112', '866333112121', '666333122212', '666334223121', '666342233211', '666422333111', '666223333112', '666233334121', '668333340210']"
2.0,"['766444110110', '666444102101', '666444022011', '666443222112', '666433223122', '666334233221', '666344333211', '666444333111', '668444330110']"
2.0,"['866444011011', '668444110110', '686444100100', '866444002001', '666444022011', '666444222112', '666444223121', '668444230210']"
3.0,"['866444011011', '666444111111', '666444111112', '666444112122', '666444122222', '666444222222', '666444222222', '666444223221', '666444230210', '666444300100', '666444000000', '666443000000', '667433000000', '676334000000', '766343004001', '666433044011', '666333444111', '668333440110']"
0.0,"['866444011011', '666444110110', '668444100100', '686444002001', '868443022011', '686433222111', '868333220110']"
1.0,"['866443000000', '666433001001', '666334011011', '666344110110', '666443100100', '668433000000']"
2.0,"['866444001001', '668444011011', '686444111111', '868444110110', '686444102101', '866443022011', '666433220110', '666334200100', '668344000000']"
3.0,"['766444000000', '666444001002', '668444011022']"
1.0,"['866444000000', '667444000000', '676444001001', '766443011011', '666434111111', '666344111112', '666444112121', '667443120210', '676433200100', '768333000000']"
1.0,"['766444112131', '666444122311', '666444222112', '666444223121', '666444233211', '666444333111', '668443330110', '686433304101', '866333044011', '666333444111', '666333440110', '668333400100']"
1.0,"['866443011011', '666434111112', '666344112121', '666444122212', '666444223121', '666444233211', '668443330110', '686433300100', '868333000000']"
2.0,"['866444011011', '668443110110', '686433102101', '866333022011', '666333223111', '666333233111', '668333330110']"
0.0,"['866444011011', '667443112111', '676433122111', '768333220110']"
1.0,"['866333011011', '666333111111', '666333111111', '666334110110', '666344100100', '667443002001', '676433022011', '766334222111', '666344220110', '666443203101', '666433033011', '666333333111', '666333333111', '668333330110', '686334300100', '866343000000', '668433000000']"
0.0,"['866444000000', '667444001001', '676444011012', '766443112121', '668433120210']"
3.0,"['866333011011', '666333111111', '666333111111', '666334110110', '666344100100', '666443000000', '668433000000', '686334000000', '866343002001', '666433022011', '666333222111', '666333222111', '668333220110', '686334203101', '868344033011']"
3.0,"['866444000000', '667444001001', '676444011011', '766443112111', '666433122111', '668333220110']"
2.0,"['866444011014', '666444112141', '666444122411', '668444220110']"
3.0,"['866444011011', '666444111112', '666444111122', '666444112221', '668443120210']"
2.0,"['766333011011', '666334111111', '666344112111', '666444120110', '666443200100', '666433000000', '666334000000', '666344003002', '666444033022', '666443330220', '668433300200', '686334000000', '866344000000', '668444000000']"
2.0,"['866444011011', '666444111111', '666444110110', '668444100100', '686444000000', '866444002001', '668444022011', '686444222111', '866444220110', '668444200100']"
2.0,"['866444010010', '668444100100', '686444000000', '866444002001', '666444022011', '668444220110']"
0.0,"['866444001001', '668444011011', '686444111111', '866444110110', '668444100100', '686444000000', '866444002001', '668444022011', '686444222111', '868444220110', '686444203101', '866444033011', '666444333112', '666443333122', '666433334221', '668333340210']"
3.0,"['866444011021', '666444111211', '668444110110', '686444102101', '868444022011', '686444222111', '866444220110', '668444200100', '686444000000', '866444003001', '668444033011']"
2.0,"['866444011021', '666444111211', '668444110110', '686444102101', '866444022011', '668444220110']"
2.0,"['866444001001', '666444011011', '666444111111', '666444110110', '668444100100', '686444002001', '866444022011', '666444222111', '668444220110']"
2.0,"['766344110110', '666444100100', '666443000000', '667433000000', '676334000000', '766344000000', '668444000000']"
3.0,"['766333111111', '666334110110', '666344100100', '667443002001', '676433022011', '766334222111', '666344220110', '666444200100', '666443000000', '667433000000', '676333003001', '766333033011', '666333333111', '668333330110']"
0.0,"['866333011012', '666333112122', '666333122222', '666333222221', '668333220210']"
2.0,"['866333011011', '666333111111', '666333111111', '666334110110', '666344100100', '668444000000', '686444002001', '868444022011', '686444222111', '866444220110', '668444200100', '686444003001', '866444033011', '668444330110']"
2.0,"['866333011011', '666333111111', '666333111111', '666334110110', '666344102101', '666443022011', '666433223111', '666333233111', '668333330110', '686334304101', '866344044011', '666444444111', '668444440110']"
0.0,"['866333011011', '666333111111', '666333111111', '666334110110', '666343100100', '668433000000', '686334000000', '866344002001', '668444022011', '686444222111', '868444220110', '686444203101', '866443033011', '666434333112', '666344334122', '668443344221', '686433444211', '868333440110']"
2.0,"['866444011011', '668444110110', '686444102101', '866443022011', '666434222112', '666344223122', '666444233222', '666444333221', '668443330210', '686433300100', '866334000000', '666343004001', '666433044011', '666333444111', '666333444111', '668333440110']"
2.0,"['866333011011', '666333111111', '666333111111', '666334110110', '666343100100', '668433000000', '686334002001', '866344022011', '666443222111', '666434222112', '666344223121', '666444233211', '668444330110', '686444304101', '868444044011', '686444444111', '866444440110', '668443400100', '686433000000', '866334000000', '666343005001', '666433055011', '666333555111', '666333555111', '668333550110']"
1.0,"['866444000000', '666444000000', '666444000000', '666444000000', '667443000000', '676433001001', '766333011011', '666333111111', '666333111112', '666334112121', '667343120210', '676433200100', '768333000000']"
2.0,"['866333011011', '666333111111', '666333111111', '666333110110', '666333100100', '666333000000', '666334000000', '666343000000', '666433000000', '666333000000', '666333002001', '666333022011', '666333222111', '666333222111', '668333220110', '686334203101', '866344033011', '666444333111', '668444330110']"
1.0,"['866443010010', '666434100100', '668343000000', '686433000000', '866334000000', '666344000000', '666443000000', '667433002001', '676334022011', '766343220110', '668433200100']"
3.0,"['868444011011', '686444111112', '868444112121']"
5.0,"['1666444001001', '667443010010', '676433100100', '767333000000']"
5.0,"['866444001001', '668444011011', '686444111111', '868444110110', '686444100100', '866442000000', '667422000000']"
4.0,"['866444011011', '668444110110', '686444102101', '866444022011', '666444222111', '666444220110', '666444203101', '667444033011']"
4.0,"['866444000000', '666444000000', '666444000000', '666444001001', '667444011011']"
0.0,"['866444001001', '668444011011', '686444111111', '868444110110', '686444100100', '866444002001', '666444022011', '666443222111', '668433220110']"
1.0,"['766344000000', '666443000000', '668433000000', '686334001001', '866344011011', '666444111112', '666444112121', '668443120210', '686433200100', '868333000000']"
3.0,"['866444011011', '668444111111', '686444111111', '868444110110', '686444100100', '866444002001', '668444022011', '686444222111', '868444220110', '686444203101', '868444033011']"
2.0,"['866444011011', '666443111112', '666433112121', '666334120210', '666344200100', '666444000000', '668444000000']"
0.0,"['876434000000', '766344000000', '666444000000', '666444001001', '666443011011', '668433110110']"
2.0,"['766333011011', '666334111111', '666344112111', '666444120110', '666443200100', '666434000000', '666344000000', '666443003001', '666433033011', '666333333111', '668333330110']"
3.0,"['866444010010', '668444100100']"
3.0,"['866444011022', '666444111223', '666444111232', '668443110320']"
3.0,"['866444001001', '668444011011', '686444111111', '868444110110', '686444102101', '866444022011', '668444220110', '686444200100', '866444003001', '668444033011']"
2.0,"['866444011011', '668444111111', '686444111111', '866444110110', '668444100100', '686444002001', '866444022011', '668444220110', '686444203101', '868444033011', '686444333111', '866444330110', '668444300100']"
0.0,"['866444000000', '666444000000', '666443000000', '666433000000', '666334000000', '666344000000', '666443000000', '666433000000', '666334000000', '666344000000', '666443000000', '666433000000', '666334000000', '666344001001', '666443011011', '668433110110']"
2.0,"['866444000000', '666444000000', '666444000000', '666443000000', '666433000000', '666334000000', '666344000000', '666443000000', '666433000000', '666334000000', '666344000000', '666443000000', '666433000000', '666334000000', '666344001001', '668444010010']"
2.0,"['866444011023', '666444111232', '666444112321', '668444120210']"
0.0,"['866444000000', '666444000000', '666444000000', '666444000000', '668444000000', '688444000000', '886444001001', '866444011012', '666444112121', '666444122211', '666444223111', '666444233111', '666443333111', '668433330110']"
0.0,"['866444000000', '666444000000', '666444000000', '666444000000', '666444000000', '668444000000', '688444000000', '886444001001', '866444011012', '666444112121', '666444122211', '666444223111', '666444233111', '666443333111', '668433330110']"
1.0,"['866444000000', '666443000000', '668433000000', '686334001001', '866344011012', '666444112121', '668443120210', '686433200100', '868333000000']"
2.0,"['866333011011', '666333111111', '666333111111', '666334110110', '666344100100', '666443002001', '666433022011', '666333222111', '668333220110', '686334203101', '866344033011', '666444333111', '668444330110', '686444304101', '866444044011', '668444440110']"
1.0,"['767333000000', '676334000000', '766344000000', '666444000000', '666444000000', '666443000000', '667433000000', '676334000000', '766344000000', '666444000000', '666444000000', '666444000000', '666443000000', '668433000000']"
1.0,"['767333000000', '676334000000', '768343000000', '686433001001', '866333011011', '668333110110', '686334102101', '868344022011', '686444222111', '866444220110', '668443200100', '686433000000', '868333000000']"
1.0,"['866333011011', '666333111111', '666333111111', '666334110110', '666344100100', '668443000000', '686433000000', '866334000000', '666344002001', '666444022011', '666444220110', '666443200100', '668433000000']"
2.0,"['866333011011', '666333111111', '666334110110', '666344100100', '668443000000', '686433000000', '866334000000', '666344002001', '666444022011', '666444222111', '668444220110', '686444203101', '868444033011', '686444333111', '866444330110', '668444300100']"
0.0,"['767333110110', '676333100100', '766334000000', '667343002001', '676433022012', '766333222122', '666333222221', '668333220210']"
2.0,"['866444001001', '666444011011', '666443111112', '666434112121', '668344120210']"
0.0,"['866443011012', '666434112121', '666344122211', '666444220110', '666444203101', '668443033011', '686433333111', '868333330110']"
3.0,"['766343000000', '667433000000', '676334000000', '766343000000', '668433000000', '686334001001', '866344011012', '668444112121']"
3.0,"['866444001002', '666444011022', '668443111221']"
3.0,"['866333011023', '666333111232', '668333111321', '686334111212', '868344112121']"
2.0,"['866333011012', '666333112121', '666333122211', '668333220110', '688334200100', '886344003001', '866444033011', '668444330110', '686444304101', '868444044011', '686444444111', '866444440110', '668444400100']"
6.0,"['866444001001', '668444011011', '686444111111', '8616444110110', '6166444102101', '1668444022011', '6816444222111', '8168443220110']"
6.0,"['866444000000', '666444001001', '668444011011', '6816444111111', '8168443110110']"
2.0,"['866444011011', '666444111111', '668444110110', '686444100100', '866444002001', '668444022011', '686444222111', '868444220110', '686444203101', '866444033012', '666443334121', '666434340210', '668344400100']"
1.0,"['866444011011', '668444111111', '686444111111', '868444110110', '686444100100', '866444002001', '668444022011', '686444222111', '868443220110', '686433203101', '866333033011', '666333330110', '668333300100']"
3.0,"['866444011011', '666444111111', '668443110110', '686433102101', '866333022011', '666333223111', '666333233111', '666333333111', '668333330110']"
3.0,"['866444011012', '666444112123', '666444122232', '666444222321', '668443220210']"
3.0,"['866444011012', '666443112121', '666434122213', '668344223131']"
3.0,"['866333011011', '666333111111', '666333110110', '666333100100', '666333000000', '666334000000', '666343002001', '666433022011', '666333222111', '666333222111', '666334223111', '666344233112', '666444334121', '668444344211']"
1.0,"['766333111111', '666334110110', '666344100100', '667443000000', '676433000000', '766334000000', '668343000000', '687433000000', '876333002001', '766333022011', '666333222112', '666334222122', '666344223222', '666444233222', '666444333222', '666444333222', '666444334221', '666443340210', '668433400100']"
1.0,"['866443000000', '666433000000', '666333000000', '666333000000', '666334000000', '666344001001', '666444010010', '666444100100', '666444000000', '666444000000', '666444000000', '666443000000', '668433000000']"
0.0,"['866444001001', '668444011011', '686444111111', '868444110110', '686444102101', '866443022011', '666434222112', '666344223121', '666443233211', '668433330110']"
2.0,"['866444000000', '666444001001', '666444011011', '666444111112', '668443112121', '686433122211', '866333222112', '666333223121', '668333233211', '686334333111', '868344330110', '686444304101', '868444044011', '686444444111', '866444440110', '668444400100']"
2.0,"['866444000000', '666443000000', '666434000000', '666344000000', '666443001001', '666433011011', '666333111111', '668333110110', '686334100100', '867344000000', '676444000000', '766444000000', '668444000000']"
4.0,"['766334112122', '666343122221', '667433222211', '676333223111', '766333233111', '666333330110', '667333300100', '676334000000', '766344000000', '666444000000', '667443004001', '676433044011', '767333444111']"
3.0,"['866444011012', '668444110120', '686444102201', '868444022011']"
2.0,"['866444011011', '668444110110', '686444102102', '866444022022', '666444222221', '668444220210']"
5.0,"['866333001001', '666333011012', '666334111124', '666344112244', '666444122442', '666444220420', '667444200200']"
2.0,"['766444001002', '666444011024', '666444111244', '666444111442', '666444112421', '668444120210']"
4.0,"['766333111111', '666334110110', '666344100100', '667443000000', '676433000000', '766333000000', '667333000000', '676333002001', '766333022011', '666333222111', '666333222111', '666333220110', '666333203101', '667333033011']"
3.0,"['766444001001', '666444011012', '666444111122', '668444112221']"
4.0,"['866444011012', '666443112122', '667433122221']"
2.0,"['866444000000', '666444000000', '666443000000', '666433000000', '666334000000', '666344000000', '666444000000', '668444000000']"
2.0,"['866444011011', '668444110110', '686444100100', '866444000000', '666444000000', '666444000000', '666443000000', '666433000000', '666334000000', '666344000000', '666444000000', '668444000000']"
0.0,"['866444011022', '666444111221', '666444111212', '666443112121', '668433120210']"
1.0,"['866333011011', '666333111111', '666333111111', '666334112111', '666344122111', '666444222111', '666443223111', '666433233112', '668333334121', '686334344211', '866344444111', '668443440110', '686433400100', '868333000000']"
1.0,"['866444011011', '668443110110', '686433102101', '866333022012', '666334223121', '666343233211', '668433330110', '686334304101', '868344044011', '686444444111', '866444440110', '668443400100', '686433000000', '868333000000']"
4.0,"['866444011012', '666444112122', '666443122222', '666433222221', '666333222211', '667333220110', '678333200100', '786334000000', '866343000000', '667433000000', '676334000000', '766344000000', '666443003001', '667433033011']"
2.0,"['866333011011', '666333111111', '666333111111', '666334110110', '666344100100', '668443000000', '686433002001', '866333022011', '666333222111', '666333222111', '666333220110', '666333200100', '666334000000', '668344000000', '686444003001', '868444033011', '686444333111', '866444330110', '668444300100']"
3.0,"['866444011011', '666444111111', '668444110110', '686444100100', '866443000000', '666433000000', '666333002001', '666333022011', '666333222111', '666333222111', '668333220110', '686334200100', '866344000000', '666443003001', '666433033011', '666333333111', '668333330110']"
1.0,"['866333011011', '666333111111', '666333110110', '668333100100', '686334000000', '866344002001', '666444022011', '666444222111', '668443220110', '686433200100', '868333000000']"
1.0,"['866444011011', '668444110110', '686444102101', '866444022012', '666444222122', '666443222221', '666433220210', '668333200100']"
2.0,"['768343000000', '686433001001', '866333011011', '668333110110', '686334102101', '866344022011', '668444220110']"
3.0,"['766343000000', '668433000000', '686334001001', '866344011011', '666444112111', '668444122111']"
2.0,"['866444001001', '668444011011', '686444111111', '868444110110', '686444102101', '866444022011', '668444220110', '686444203101', '866444033011', '666444330110', '668444300100']"
2.0,"['866333011011', '666333111111', '666334110110', '666344100100', '666444000000', '666444000000', '666444000000', '666444000000', '666444000000', '666443002001', '666433022011', '666333222111', '668333220110']"
2.0,"['866333011011', '666333111111', '666334110110', '666344100100', '666444000000', '666444000000', '666444000000', '668444000000', '686444002001', '868444022011', '686444222111', '866444220110', '668444200100']"
2.0,"['866333011011', '666333111111', '666333111111', '666334110110', '666344100100', '667443000000', '676433000000', '766333000000', '666333000000', '666333002001', '666333022011', '666333222111', '666333222111', '668333220110', '686334203101', '868344033011', '686444333111', '866444330110', '668444300100']"
0.0,"['866444011011', '668444110110', '686444102101', '866444022012', '666444222122', '666443223221', '668433230210']"
4.0,"['868444000000', '686444001001', '866444011011', '666444111112', '667444111122']"
2.0,"['866333011011', '666334112111', '666344122111', '666444220110', '668444200100']"
3.0,"['766333001001', '666333011011', '667333112111', '676333122111', '767333222112', '676334223121', '766343234211', '666433344111', '666333444111', '668333440110']"
2.0,"['866444000000', '666444000000', '666443001001', '666433011011', '666333111112', '666334112121', '666344120210', '668444200100', '686444003001', '866444033011', '668444330110']"
2.0,"['866333011011', '666333111111', '666334110110', '666344100100', '666444000000', '666444000000', '666443000000', '666434000000', '666344000000', '666443002001', '666433022011', '666333222111', '666333222111', '668333220110']"
2.0,"['766333011011', '666334111111', '666344110110', '666444100100', '666443000000', '666434000000', '666344000000', '666443002001', '666433022011', '666333222111', '668333220110']"
2.0,"['767333011011', '676333111111', '766333111111', '666334112111', '666344122112', '666444223121', '666443233212', '666433334121', '666333344212', '666333445121', '666333455211', '666334550110', '666344500100', '666444000000', '666444000000', '668444000000']"
1.0,"['866334011011', '666344110110', '666444100100', '666443000000', '667433000000', '676334000000', '766343000000', '668433000000']"
2.0,"['766444011011', '666444110110', '666444100100', '666444000000', '666444002001', '666444022012', '668444220120']"
1.0,"['866444001001', '666444011011', '666444111111', '668444110110', '686444102101', '866444022011', '668444222111', '686444222111', '866444220110', '668443200100', '686433000000', '866334000000', '666344000000', '666444000000', '666443000000', '668433000000']"
2.0,"['866333011011', '666333111111', '666333111111', '666333110110', '666333100100', '666334000000', '668344000000', '686444002001', '868444022011', '686444222111', '866444220110', '668444200100', '686444003001', '866444033011', '668444330110']"
1.0,"['866444000000', '667444000000', '676444000000', '766444001002', '666444011024', '666444111244', '666444112442', '666444122421', '666443220210', '668433200100']"
2.0,"['866333011011', '666333111111', '666333111111', '666333110110', '666333100100', '666333002001', '666333022011', '666333222111', '666333222112', '666334223121', '666343234211', '666433344111', '666333444111', '668333440110']"
2.0,"['866444001001', '668444011011', '686444111111', '868444110110', '686444100100', '866444000000', '666444000000', '668444000000']"
2.0,"['866333011011', '666333110110', '666333100100', '666333000000', '666333002001', '666333022011', '666333222111', '666334220110', '666343200100', '666433000000', '666334000000', '668343000000', '686433000000', '866333000000', '666333000000', '666333003001', '666333033011', '666333333111', '666333333111', '668333330110']"
1.0,"['866444001001', '668444011011', '686444111111', '868443110110', '686433102101', '866333022011', '666333222111', '666333222111', '666334220110', '666344200100', '666443000000', '668433000000']"
2.0,"['866444001001', '668444011011', '686444111112', '866444112121', '668444120210']"
3.0,"['766333011011', '666334111111', '666344110110', '666444100100', '668444000000', '686444002001', '866444022011', '666444222111', '666444220110', '666444200100', '666444000000', '668444000000']"
2.0,"['866444000000', '666444000000', '666444000000', '666444001001', '668443011011', '686433111112', '866333112121', '666334120210', '668344200100']"
0.0,"['866444000000', '666444000000', '666444000000', '666444001001', '666444011013', '666444112131', '666443122311', '668433220110']"
3.0,"['866444011011', '666444111111', '666444111111', '666444110110', '666444100100', '666444000000', '668444000000', '686444002001', '868444022011', '686444222111', '866444220110', '668444200100', '686444003001', '868444033011']"
1.0,"['866444011013', '666444111132', '666444112321', '666444122211', '668443220110', '686433200100', '868333000000']"
