Receptor,PathFeatures
1.0,"['866333011011', '666333111111', '666333111111', '666334110110', '666344100100', '667443000000', '676433000000', '766333000000', '666333000000', '666333002001', '666333022011', '666333222112', '666334223121', '666343230210', '668433300100']"
1.0,"['866333011011', '666333111111', '666333111111', '666333110110', '666334100100', '667343000000', '676433000000', '766334002001', '666343022012', '666433223121', '666333233211', '666333330110', '666333300100', '666333000000', '668333000000']"
1.0,"['866444011011', '666444111112', '666443112121', '666433122211', '668333220110', '686333200100', '868333000000']"
2.0,"['866333011011', '666333110110', '666333100100', '666333000000', '666333002001', '666333022011', '666333222112', '666334223121', '666343230210', '666433304101', '666333044011', '666333444111', '666333444111', '668333440110']"
1.0,"['766334001001', '666344011011', '666444111111', '667443111111', '676433110110', '766334100100', '666344000000', '666444000000', '667443000000', '676433000000', '768333000000']"
2.0,"['766443112121', '666434120210', '666344200100', '666444000000', '668444000000']"
4.0,"['866334000000', '666344000000', '666444000000', '666444000000', '666444000000', '666444001002', '666444011022', '667444111221']"
1.0,"['866444000000', '666444000000', '666443001001', '666434011012', '666344111122', '666444110220', '666444100200', '666444000000', '666444000000', '666444000000', '666443000000', '668433000000']"
1.0,"['866333011011', '666333111111', '666333112111', '666333122111', '666333220110', '666333200100', '666333003001', '666333033011', '666333330110', '666333300100', '666333000000', '668333000000', '686334000000', '866343000000', '668433000000']"
0.0,"['866333011011', '666333111111', '666333111111', '668333110110', '686334102101', '868344022011', '686444222111', '866444220110', '668443200100', '686433000000', '866333000000', '666333000000', '666334003001', '666343033011', '666433333111', '666333333111', '668333330110']"
1.0,"['866333011011', '666333111111', '666333111111', '666334110110', '666344100100', '667443000000', '676433000000', '766334000000', '666344000000', '666444000000', '666444000000', '666444000000', '667443000000', '676433000000', '768333000000']"
3.0,"['766334000000', '666344000000', '666444001001', '666444011012', '666443112121', '667433122211', '676334220110', '766343203101', '666433033011', '666333333111', '666333333112', '668333334121']"
1.0,"['866444011012', '666444112121', '666444122212', '666444223121', '666443230210', '668433300100']"
4.0,"['866444011011', '666444110110', '667443102101']"
0.0,"['766334111112', '667343111122', '676433111222', '766334111222', '667343111221', '676433111211', '768333110110']"
0.0,"['766334111222', '667343111221', '676433111211', '766334111111', '667343111111', '676433111111', '768333110110']"
0.0,"['866444011011', '668444111111', '686444111111', '868444110110', '686444100100', '866444002001', '668444022011', '686444222111', '868444220110', '686444203101', '866444033011', '666443333112', '666433333122', '666333334221', '668333340210']"
3.0,"['866444011011', '668444110110', '686444102101', '866444022012', '666444223121', '666444233211', '668443330110']"
1.0,"['766344000000', '666443000000', '668433000000', '686334001001', '866344011011', '666444111112', '666444112121', '666444122212', '666444223122', '668443230220', '686433300200', '868333000000']"
2.0,"['866444001001', '668444011011', '686444111111', '868444110110', '686444100100', '866443000000', '666433000000', '666333002001', '666333022011', '666333222112', '666334223121', '666344230210', '668444300100']"
0.0,"['766334000000', '666344000000', '666444000000', '666444000000', '666444000000', '667443001001', '676434011012', '767343111122', '676433112221', '768333120210']"
3.0,"['868444011011', '686444111111', '866444112111', '668444122111']"
0.0,"['766344000000', '666444000000', '666444000000', '666444000000', '666444000000', '667443001001', '676433011011', '768333110110']"
3.0,"['866444000000', '667443000000', '676433000000', '766334000000', '668343000000']"
2.0,"['866444011011', '668444111111', '686444111111', '868444110110', '686444100100', '866444002001', '666444022011', '668443220110', '686433200100', '866333000000', '666333000000', '666333003001', '666333033011', '666333333111', '666333333111', '668333330110']"
2.0,"['866444011011', '666444111111', '668443110110', '686433100100', '866333000000', '666334000000', '666344000000', '666443002001', '666433022011', '666333222111', '666334220110', '666344200100', '668444000000']"
3.0,"['866444011012', '667444112122', '676444122222', '766444222222', '666444222222', '668443223221']"
4.0,"['866444011012', '667444112122']"
2.0,"['866333011011', '666333111111', '666333111111', '666333112111', '666333122111', '668333220110', '686334203101', '866344033011', '668444330110', '686444304101', '866444044011', '666444444111', '666444440110', '668444400100']"
2.0,"['866333011011', '666333111111', '666333111111', '666334110110', '666344102101', '666443022011', '666433222112', '666333223121', '668333230210', '686334304101', '868344044011', '686444444111', '866444440110', '668444400100']"
1.0,"['866444011011', '666444111111', '668444110110', '686444100100', '866443000000', '666433002001', '666333022011', '666333220110', '668333200100']"
1.0,"['866444011011', '668444110110', '686444100100', '866443000000', '666433002001', '666334022011', '668343220110', '686433200100', '868333000000']"
2.0,"['866444011011', '666444111111', '668444110110', '686444100100', '866444002001', '668444022011', '686444222111', '868443220110', '686433203101', '866333033011', '666333333112', '666333333122', '666333334221', '666333344211', '668333440110', '686334405101', '866344055011', '666444555111', '668444550110']"
5.0,"['868443011011', '686433111112', '866333112121', '668333120210', '686334200100', '867344000000']"
2.0,"['866333011012', '666334112121', '666343123211', '666433233112', '666333333122', '666334334221', '666344344211', '668443440110', '686433400100', '866333005001', '666333055011', '666333555111', '668333550110']"
0.0,"['766334000000', '668343000000', '686433001001', '866333011011', '666333111111', '666334112111', '666343122112', '666433223122', '668333233221', '686334333211', '866343333111', '668433330110']"
1.0,"['866333011011', '666333111111', '666333111111', '666334110110', '666344100100', '666443000000', '667433000000', '676334000000', '766343000000', '667433000000', '676334000000', '766343000000', '667433002001', '676334022011', '766343220110', '667433200100', '676334000000', '766343000000', '668433000000']"
1.0,"['766343000000', '667433001001', '676334011011', '766343110110', '667433100100', '676334000000', '766343000000', '667433000000', '676334000000', '766343000000', '668433000000']"
1.0,"['766334000000', '667343000000', '676433000000', '766334000000', '667343000000', '676433000000', '766334001001', '667343011011', '676433110110', '766334100100', '667343000000', '676433000000', '766334000000', '667343000000', '676433000000', '768333000000']"
1.0,"['866444011011', '666444111111', '668444110110', '686444102101', '866444022011', '666444222111', '668443220110', '686433203101', '866333033012', '666333334121', '666333344211', '666333440110', '668333400100']"
2.0,"['866444001001', '668444011011', '686444111111', '868444110110', '686444102101', '866444022011', '666444222111', '668444220110', '686444203101', '866444033011', '668444330110', '686444304101', '866444044011', '666444444111', '668444440110']"
3.0,"['766444000000', '666444001001', '668444011011', '686444111111', '868443110110']"
2.0,"['866443000000', '666433000000', '666333001001', '666333011011', '666333111111', '666334110110', '666344100100', '668444000000', '686444002001', '866444022011', '666444222111', '666444222111', '668444220110']"
2.0,"['866444011011', '666444111111', '668444110110', '686444100100', '866444000000', '666443002001', '666433022011', '666333222111', '666333220110', '666333200100', '666334000000', '668344000000']"
2.0,"['866333011011', '666333111111', '666333111111', '666333110110', '666333100100', '666333000000', '666333002001', '666333022011', '666333222111', '666334220110', '666343200100', '666433000000', '666334000000', '666344000000', '666444000000', '668444000000']"
4.0,"['866444011011', '666444111112', '667444111122']"
2.0,"['866444011011', '666444111112', '667444111122', '676444111222', '766444111221', '666444111211', '668444110110']"
3.0,"['866333011012', '666334112122', '666343122221', '668433220210']"
2.0,"['866443000000', '666433000000', '666334000000', '666344000000', '666443000000', '666433000000', '666333000000', '668333000000', '686334001001', '866344011011', '666444111112', '666444112121', '666444122211', '668444220110', '686444203101', '868444033011', '686444333111', '866444330110', '668444300100']"
1.0,"['866444011011', '668444110110', '686444102101', '866444022011', '666444222112', '666444223121', '666444233211', '668443330110', '686433300100', '868333000000']"
2.0,"['866333011011', '666333111111', '666333110110', '668333100100', '686334000000', '866344002001', '668444022011', '686444222112', '868444223121', '686444233211', '866444330110', '668444300100']"
3.0,"['866444011011', '668444110110', '686444102102', '868444022022']"
2.0,"['866444011011', '668444111111', '686444111111', '868444110110', '686444100100', '866444000000', '666443002001', '666433022011', '666333222111', '666333222112', '666334223121', '668344230210']"
2.0,"['866443001001', '666433011011', '666334110110', '666344100100', '668444000000', '686444002001', '868444022011', '686444222111', '866444220110', '668444200100']"
2.0,"['866443011012', '666433111122', '666333112221', '666333122211', '666334220110', '666344200100', '668444000000', '686444003001', '866444033011', '666444333111', '668444330110']"
1.0,"['866444000000', '666444000000', '666444001001', '666443011011', '666433111111', '666334111111', '668343110110', '686433100100', '868333000000']"
2.0,"['866443001001', '666433011011', '666334111111', '666344111111', '666444110110', '666444100100', '666444000000', '668444000000']"
