FunctionalGroup,PathFeature
2,"['667343111211', '676433110110', '767333100100', '676334000000', '766343000000', '667433000000', '676333002001']"
6,"['676333100100', '766334000000', '668343000000', '686433002001', '866333022011', '666333222111', '666333222112', '667333223122']"
8,"['666333111212', '666333112121', '666333122211', '666334220110', '666344200100', '666443000000', '667433003001', '676334033011', '766344333111', '667444333111', '676444330110', '766444300100', '666443004001']"
9,"['766343100100', '667433000000', '676334000000', '766343000000', '667433000000', '676334000000', '766344000000', '666443002001', '666433022012']"
6,"['686334100100', '866344002001', '666443022011', '666433222111', '666334223111', '666343233112']"
6,"['686334100100', '866344002001', '666443022011', '666433222111', '666334223111', '666343233112', '667433334121', '676333344212']"
9,"['666344100100', '667443000000', '676433000000', '766334000000', '667343002001', '676433022012', '766333223122']"
6,"['666333111211', '668333110110', '686334100100', '866343000000', '667433002001', '676334022011', '766344222111', '667443222111', '676433223111']"
6,"['666333112221', '666333122211', '668333220110', '686334200100', '866343000000', '667433003001', '676334033011', '766344333111', '667443333111', '676433334111']"
4,"['666334102101', '666344022011', '666444220110', '666443203101']"
4,"['666344110210', '666443100100', '666434000000', '666344002001', '667443022011', '676433222112', '766333223122']"
4,"['676334111211', '766344110110', '666443100100', '666434000000', '666344002001', '667443022011', '676433222112']"
9,"['666333111211', '667333110110', '676333100100', '766334000000', '666344000000', '666443002001', '666433022011', '666333222112', '666333223121', '666333233212']"
9,"['666333111211', '667333110110', '676333100100', '766334000000', '666344000000', '666443002001', '666433022011', '666333222112']"
4,"['666333111212', '666333112121', '668333120210', '686334203101', '868344033011', '686444333111', '866444330110', '668443300100', '686433000000', '866333004001']"
9,"['766343100100', '667433000000', '676334000000', '766344000000', '666443002001']"
9,"['667333111211', '676334110110', '766343100100', '667433000000', '676334000000', '766344000000', '666443002001', '666433022012']"
9,"['666343100100', '667433000000', '676334002001', '766343022012']"
9,"['666333111211', '666334110110', '666343100100', '667433000000', '676334002001', '766343022012', '666433222122', '666333223222']"
9,"['666343100100', '667433000000', '676334002001', '766343022012', '666433222122', '666333223222']"
9,"['666344100100', '667443000000', '676433000000', '766334000000', '666344000000', '666443000000', '666433000000', '666334000000', '666343002001']"
9,"['676333100100', '766334000000', '666344000000', '667443002001']"
9,"['676333100100', '766334000000', '666344000000', '667443002001', '676433022011', '766333222112']"
0,"['668343100100', '686433000000', '867333000000', '676334000000', '766344000000', '666444000000', '666444000000', '666444000000', '666443000000', '668433000000', '686333002001', '866333022011', '666333222112']"
7,"['666343112221', '667433122211', '676334220110', '766343200100', '667433000000', '676334000000', '766343003001']"
5,"['668333100100', '686334002001', '866344022012', '668444223121', '686444233211', '866443334111']"
9,"['667343100100', '676433000000', '766334000000', '666344000000', '666443000000', '666433000000', '666334000000', '666343002001']"
9,"['667343100100', '676433000000', '766334000000', '666344000000', '666443002001', '666433022011', '666333222112']"
8,"['667333102101', '676334022012', '766343223122']"
0,"['668343100100', '686433000000', '867333000000', '676334000000', '766344000000', '666444000000', '666443000000', '668433000000', '686333002001', '866333022012']"
0,"['668343100100', '686433000000', '867333000000', '676334000000', '766344000000', '666443000000', '668433000000', '686333002001', '866333022012']"
4,"['666334111211', '666344110110', '666443102101', '666433022011', '668333220110', '686334200100', '866343003001']"
7,"['666344100100', '667443002001', '676433022011', '766334222111', '666344220110', '666443200100', '667433000000', '676333003001', '766333033011', '666333333112']"
7,"['666344100100', '667443002001', '676433022011', '766334222111', '666344220110', '666443200100', '667433000000', '676333003001']"
1,"['667343122112', '676433223121', '767333233211', '676333334111', '766333344111', '666333440110', '667333400100', '676334000000', '766344000000', '666443005001']"
5,"['666333100100', '666333000000', '668333000000', '686334002001', '866344022011', '668443220110', '686433203101', '866333033011', '666333333111', '666333330110', '666333300100', '666333004001']"
7,"['667333111211', '676334110110', '766343100100', '667433000000', '676334000000', '766343002001']"
7,"['667333111211', '676334110110', '766343100100', '667433000000', '676334000000', '766343002001', '667433022011', '676333222112']"
7,"['667343102101', '676433022011', '766334222111', '666344220110', '666443200100', '667433000000', '676333003001', '766333033012']"
9,"['666333111211', '666334110110', '666344100100', '666443000000', '667433000000', '676334000000', '766344000000', '666444000000', '666443002001']"
7,"['666344111212', '666443112121', '667433122211', '676334220110', '766343203101']"
5,"['686333100100', '866334000000', '667343000000', '676433000000', '766334000000', '667343000000', '676433000000', '766334000000', '666344000000', '666443002001']"
9,"['667333100100', '676334000000', '766344000000', '667443000000', '676433000000', '766334000000', '666344000000', '666443002001', '666433022011', '666333222112']"
9,"['666333111211', '667333110110', '676333100100', '766334000000', '666344000000', '667443002001', '676433022012', '766333223122', '667333233221', '676333333212']"
9,"['676333100100', '766334000000', '666344000000', '667443002001', '676433022012', '766333223122', '667333233221', '676333333212']"
9,"['676333100100', '766334000000', '666344000000', '667443002001', '676433022012', '766333223122']"
5,"['666333100100', '666333000000', '668333000000', '686334000000', '866344002001', '668444022011', '686444222111', '868444220110', '686444200100', '866444000000', '666443003001']"
0,"['668343100100', '686433000000', '867333000000', '676334000000', '766344000000', '666444000000', '666444000000', '666444000000', '666443000000', '668433000000', '686333002001']"
0,"['668343100100', '686433000000', '867333000000', '676334000000', '766344000000', '666444000000', '666444000000', '666444000000', '666443000000', '668433000000', '686333002001', '866333022012']"
9,"['666343120110', '667433200100', '676334000000', '766343003001']"
6,"['668333110210', '686334100100', '866343000000', '667433002001', '676334022011', '766343222112']"
6,"['668333110210', '686334100100', '866343000000', '667433002001', '676334022011', '766343222112', '666433222122', '666333223222']"
6,"['666333111211', '668333110110', '686334100100', '866343000000', '667433000000', '676334000000', '766344000000', '666444000000', '667443002001']"
6,"['686334100100', '866343000000', '667433000000', '676334000000', '766344000000', '666444000000', '667443002001']"
2,"['667343111211', '676433110110', '767333100100', '676334000000', '766344000000', '666443000000', '667433000000', '676333002001']"
9,"['667343110210', '676433100100', '766334000000', '666344000000', '667443002001', '676433022012']"
8,"['666344100100', '666443000000', '667433002001', '676334022011', '766344222111', '666443220110', '667433200100', '676334000000', '766344000000', '666444000000', '666443003001']"
4,"['666344110210', '666443100100', '666434000000', '666344002001', '666443022012']"
4,"['676333111212', '766334112121', '666344120210', '666443200100', '666434000000', '666344003001', '666443033012', '666433333122', '666333334222']"
6,"['766333111222', '666333112221', '666333122211', '668333220110', '686334200100', '866343000000', '667433000000', '676334000000', '766344000000', '666444000000', '667443003001']"
4,"['666343100100', '666433000000', '666333000000', '666333002001']"
6,"['666333102101', '668333022011', '686333222112', '866333223122', '666334233221', '666343334211', '666433344111', '666333444112']"
7,"['667333111211', '676334110110', '766344100100', '666444000000', '666444000000', '666444000000', '666443000000', '667433000000', '676333002001', '767333022011', '676333222112']"
7,"['667333111211', '676334110110', '766344100100', '666444000000', '666444000000', '666444000000', '666443000000', '667433000000', '676333002001']"
8,"['766344100100', '666443000000', '667433002001', '676334022011', '766343222112']"
8,"['666334110210', '666343100100', '667433002001', '676334022011', '766343222112']"
6,"['666333102101', '668333022011', '686333222112', '866333223122', '666334233221', '666343334211']"
9,"['667333100100', '676334000000', '766343000000', '667433000000', '676334000000', '766343002001']"
7,"['666343112221', '667433122211', '676334220110', '766343200100', '667433000000', '676334000000', '766344000000', '666444000000', '666443003001']"
7,"['676333111212', '766334112122', '666343122221', '667433222211', '676334220110', '766343200100', '667433000000', '676334000000', '766344000000', '666444000000', '666443003001']"
7,"['666333111222', '666334112222', '666343122221', '667433222211', '676334220110', '766343200100', '667433000000', '676334000000', '766343003001']"
5,"['666333100100', '666333000000', '668333000000', '686334002001', '866344022011', '668443220110', '686433200100', '866333000000', '666333000000', '666333003001']"
6,"['686334100100', '866343000000', '667433000000', '676334002001', '766343022012']"
6,"['686334100100', '866343000000', '667433000000', '676334002001', '766343022012', '666433222122', '666333223222']"
8,"['667343111211', '676433110110', '766334100100', '666343002001', '666433022011', '666333222112']"
2,"['667343122111', '676433220110', '767333200100', '676334000000', '766344000000', '666443003001']"
5,"['668333100100', '686334002001', '866344022011', '666444222111', '668443220110', '686433200100', '866333000000', '666333000000', '666333003001']"
7,"['667333111211', '676334111111', '766344110110', '666443100100', '667433000000', '676333002001']"
8,"['667343111211', '676433110110', '766334100100', '666344000000', '667443000000', '676433000000', '766334000000', '667343002001', '676433022011', '766333222112']"
9,"['667343100100', '676433000000', '766334000000', '667343000000', '676433000000', '766334000000', '667343002001', '676433022011', '766333222112']"
6,"['668333112221', '686334122211', '866343220110', '667433200100', '676333003001']"
9,"['666334110210', '666343100100', '667433000000', '676334002001', '766343022012']"
9,"['666334110210', '666343100100', '667433000000', '676334002001', '766343022012', '666433222122', '666333223222']"
9,"['766343100100', '667433000000', '676334000000', '766344000000', '666443000000', '667433000000', '676334000000', '766343002001']"
9,"['667343100100', '676433000000', '766334000000', '666344000000', '667443000000', '676433000000', '766334000000', '667343002001', '676433022011', '766333222112']"
6,"['666333122111', '666333222111', '666333222111', '668333220110', '686334200100', '866343000000', '667433000000', '676334000000', '766344000000', '666444000000', '666443003001']"
7,"['666343112221', '667433122211', '676334220110', '766343200100', '667433000000', '676334003001', '766343033012']"
7,"['676333111212', '766334112122', '666343122221', '667433222211', '676334220110', '766343200100', '667433000000', '676334003001', '766343033012']"
9,"['666343100100', '667433000000', '676334000000', '766343002001', '667433022011', '676333222112']"
9,"['666333111211', '666334110110', '666343100100', '667433000000', '676334000000', '766343002001', '667433022011', '676333222112']"
6,"['676333100100', '766334000000', '668343000000', '686433002001', '866333022011', '666333222112', '666333223122']"
5,"['668333100100', '686334000000', '866343002001', '666434022011', '666344222111', '668443220110', '686433200100', '866333003001']"
7,"['676333122111', '766334222111', '666344220110', '666443203101', '666433033011', '666334330110', '666344300100', '667443000000', '676433000000', '766333004001']"
4,"['666334100100', '667343002001', '676433022011', '766334222111', '666343222112']"
4,"['666333110210', '666334100100', '667343002001', '676433022011', '766334222111', '666343222112']"
6,"['666333112221', '666333122211', '668333220110', '686334200100', '866343000000', '667433000000', '676334000000', '766344000000', '666444000000', '667443003001']"
7,"['676333111212', '766334112122', '666343122221', '667433222211', '676334220110', '766343200100', '667433000000', '676334000000', '766343003001']"
6,"['666333111211', '668333110110', '686334100100', '866343000000', '667433002001', '676334022011', '766343222112', '667433223121', '676333233212']"
9,"['666343100100', '667433000000', '676334000000', '766344000000', '667443002001']"
9,"['666343100100', '667433000000', '676334000000', '766344000000', '667443002001', '676433022012']"
7,"['667333111211', '676334111111', '766344110110', '666444100100', '666443000000', '667433000000', '676334000000', '766344000000', '667443002001', '676433022012']"
7,"['676333122111', '766333222111', '666333220110', '666333203101', '666333033011', '666334330110', '666344300100', '667443000000', '676433000000', '766333004001']"
7,"['667333111211', '676334110110', '766343100100', '667433000000', '676334000000', '766344000000', '667443000000', '676433002001']"
9,"['666334110210', '666343100100', '667433000000', '676334000000', '766344000000', '666443002001', '666433022012']"
9,"['666333110210', '667333100100', '676334000000', '766344000000', '666443002001', '666433022012']"
7,"['667343102101', '676433022011', '766334222111', '666344220110', '666443200100', '667433000000', '676333003001']"
6,"['686334100100', '866343000000', '667433000000', '676334000000', '766344000000', '666444000000', '666443002001']"
6,"['686334100100', '866343000000', '667433000000', '676334000000', '766344000000', '666444000000', '666443002001', '667433022011', '676333222112']"
6,"['666333111211', '668333110110', '686334100100', '866343000000', '667433000000', '676334000000', '766344000000', '666444000000', '666443002001', '667433022011', '676333222112']"
9,"['667333100100', '676334000000', '766344000000', '667443000000', '676433000000', '766333002001', '666333022012']"
9,"['666333110210', '667333100100', '676334000000', '766344000000', '667443000000', '676433000000', '766333002001', '667333022011', '676333222112']"
9,"['676333100100', '766334000000', '667344002001', '676444022011', '766443222112', '666433223122']"
5,"['668333100100', '686334000000', '866344002001', '666444022011', '666444222111', '666444220110', '668443200100', '686433000000', '866333003001']"
9,"['666333100100', '666333000000', '667333000000', '676334000000', '766344000000', '666444000000', '666444000000', '667443000000', '676434000000', '766344000000', '666444000000', '667443000000', '676433000000', '766333000000', '666333000000', '666333002001']"
5,"['668333100100', '686334002001', '866344022012', '666444223122', '666444233221', '668443330210', '686433300100', '866333004001']"
6,"['666333111211', '668333110110', '686334100100', '866343000000', '667433002001', '676334022011', '766343222112', '666433222122', '666333223222']"
9,"['667343100100', '676433000000', '766334002001', '667343022011', '676434223111', '766343233112']"
7,"['667333111211', '676334110110', '766343100100', '667433002001', '676334022011', '766343223111']"
6,"['666333111211', '668333110110', '686334100100', '866343000000', '667433002001', '676334022011', '766344222112', '666443223122']"
7,"['667333111211', '676334110110', '766343100100', '667433000000', '676334000000', '766344000000', '666444000000', '666444000000', '666444000000', '666443002001', '667433022011', '676333222112']"
8,"['667343111211', '676433110110', '766334100100', '667343000000', '676433000000', '766333002001']"
8,"['667333100100', '676334000000', '766343000000', '667433002001', '676334022011', '766343222112', '666433223122']"
8,"['666333111211', '666334110110', '666344100100', '666443000000', '667433002001', '676334022011', '766344222111', '667443222111', '676433223111']"
8,"['666344100100', '666443000000', '667433002001', '676334022011', '766344222111', '667443222111', '676433223111']"
6,"['676333100100', '766334000000', '668343000000', '686433002001', '866333022011', '666333222112', '666334223122', '666343233223']"
6,"['668344111211', '686444111111', '866444110110', '666444100100', '666444002001', '666444022011', '666443222112']"
7,"['676333111212', '766334112122', '666343122221', '667433222211', '676333223111', '766333233111', '666333330110', '667333300100', '676334000000', '766344000000', '666444000000', '666443004001']"
9,"['676333100100', '766334000000', '667343000000', '676433000000', '766334000000', '667343002001']"
6,"['686334111212', '868344112121', '686444122211', '866444220110', '668443200100', '686433003001']"
7,"['667333111211', '676334111111', '766344110110', '666443100100', '667433002001', '676334022011', '766343222112']"
9,"['676333100100', '766334000000', '666344000000', '667443002001', '676433022012']"
7,"['666344111212', '666443112121', '667433122211', '676333223111', '766333233111', '666333330110', '667333300100', '676333004001']"
5,"['666333100100', '666333000000', '668333000000', '686334002001', '866344022011', '668443220110', '686433203101', '866333033011', '666333333112', '668333334121', '686334344211', '866343445111']"
5,"['666333100100', '666333000000', '668333000000', '686334000000', '866344002001', '668444022011', '686444222111', '866444222111', '668443220110', '686433200100', '866333000000', '666333000000', '666333003001']"
2,"['676333100100', '766334000000', '667343000000', '676433000000', '767333002001', '676334022011', '766343222112', '667433223121', '676333233212']"
7,"['667333111211', '676334110110', '766343100100', '667433000000', '676334000000', '766344000000', '666444000000', '666444000000', '666443002001']"
2,"['667343111211', '676433110110', '767333100100', '676334000000', '766344000000', '666444000000', '666443000000', '667433000000', '676333002001']"
9,"['666333111211', '666334110110', '666344100100', '666443000000', '667433000000', '676334000000', '766343002001', '667433022011', '676333222112']"
9,"['666344120110', '666443200100', '667433000000', '676334000000', '766343003001']"
7,"['666334112211', '666343122111', '667433222111', '676334220110', '766344200100', '666443003001']"
7,"['666334112211', '666343122111', '667433222111', '676334220110', '766344200100', '666443003001', '666433033012']"
3,"['676333100100', '767333000000', '676333002001', '766333022011', '666334220110', '666343203101', '666433033012']"
6,"['686334102101', '868344022011', '686444222112', '866444223121', '666444233211', '666443333112']"
7,"['676333111212', '766334112122', '666343122221', '667433222211', '676333223111', '766333233111', '666333330110', '667333300100', '676334000000', '766344000000', '666443004001']"
5,"['668333100100', '686333002001', '866333022011', '666334220110', '666343203101']"
9,"['676333100100', '766334000000', '667343002001', '676433022011', '766333222111', '666333222112']"
5,"['666343100100', '668433000000', '686333002001', '866333022011', '666333223111']"
4,"['666333110210', '666334100100', '668343000000', '686433002001', '866333022011', '666333222112']"
2,"['666344112221', '667443122211', '676433220110', '767333200100', '676333003001', '766333033011', '666333333111', '666333333111', '666334330110', '666343304101', '666433044011', '666333444111', '666333444111', '667333440110', '676333400100', '767333005001', '676334055011', '766344555112', '666443556122']"
9,"['666343120110', '667433200100', '676334003001', '766343033012']"
5,"['686333100100', '866334000000', '666344000000', '667444000000', '6716444000000', '7166443002001']"
9,"['667343100100', '676433000000', '766334000000', '667343000000', '676433000000', '766334002001', '666344022011', '667443222111', '676433223111']"
2,"['667343111211', '676433110110', '767333100100', '676334000000', '766344000000', '666443000000', '667433000000', '676334000000', '766343002001']"
9,"['766343100100', '667433000000', '676334000000', '766344000000', '666444000000', '666443002001']"
9,"['667333111211', '676334110110', '766343100100', '667433000000', '676334000000', '766344000000', '666444000000', '666443002001']"
9,"['667333111211', '676334110110', '766343100100', '667433000000', '676334000000', '766344000000', '666444000000', '666443002001', '667433022011', '676333222112']"
5,"['666333111212', '666334112121', '666344122211', '668443220110', '686433200100', '866334000000', '666344000000', '666444000000', '666444000000', '666443003001', '666433033011', '666333333111', '666333334111']"
9,"['667333100100', '676334000000', '766343000000', '667433000000', '676334000000', '766344000000', '666443002001', '666433022011', '666333222112']"
6,"['666333111211', '668333110110', '686334100100', '866343000000', '667433000000', '676334000000', '766344000000', '666444000000', '666443002001', '667433022012']"
5,"['666344111222', '668443112221', '686433122211', '866334222112', '666344223121', '666444230210', '666444300100', '666443004001', '666433044011', '666333444111', '666333445111', '666333455111', '666333555111', '666334550110', '667343506101']"
5,"['666333111212', '666334112122', '666344122222', '668443222221', '686433222211', '866334222112', '666344223121', '666444230210', '666444300100', '666443004001', '666433044011', '666333444111', '666333445111', '666333455111', '666333555111', '666334550110', '667343506101']"
9,"['676333100100', '766334002001', '666344022011', '667443222111', '676434220110', '766344200100', '666443003001']"
7,"['666343111211', '667433111111', '676334110110', '766343100100', '667433000000', '676334000000', '766344000000', '667443002001']"
5,"['668333100100', '686334002001', '866344022011', '667443223111', '676433233111', '767333333111', '676334330110', '766343304101']"
5,"['668333100100', '686334002001', '866344022011', '668443220110', '686433200100', '866333000000', '666333000000', '666333003001']"
9,"['667333110210', '676333100100', '766334000000', '666344000000', '666443000000', '666433000000', '666334000000', '666343002001']"
9,"['676333100100', '766334000000', '667343000000', '676433000000', '766333002001', '666333022011', '666333222112']"
7,"['666344100100', '667443002001', '676433022011', '766334222111', '666344220110', '666444200100', '666443000000', '667433000000', '676333003001']"
8,"['667343111211', '676433110110', '766334100100', '667343002001', '676433022012']"
8,"['666344122111', '666443220110', '667433203101', '676334033011', '766343333112']"
6,"['666333111211', '668333110110', '686334100100', '866343000000', '667433002001', '676334022011', '766343222112', '666433223122']"
6,"['668343100100', '686433002001', '866333022011', '666333222111', '666334220110', '666343203101', '666433033012']"
9,"['667343100100', '676433000000', '766334002001', '666344022011', '666443222112']"
7,"['667333111211', '676334111111', '766344110110', '666444100100', '666443000000', '667433000000', '676334000000', '766343002001', '667433022011', '676333222112']"
9,"['667333110210', '676333100100', '766334000000', '666344000000', '666443002001', '666433022011', '666333222112']"
6,"['668333110210', '686334100100', '866343000000', '667433002001', '676334022011', '766343222112', '667433223121', '676333233212']"
6,"['666333111211', '668333110110', '686334100100', '866343002001', '666433022011', '666334222111', '666343223111']"
9,"['667343100100', '676433000000', '766334000000', '667343002001', '676433022012', '766333223122']"
5,"['668343100100', '686433000000', '866334000000', '666344000000', '666444000000', '667443000000', '676433000000', '766334000000', '666344000000', '666443000000', '668433000000', '686334000000', '866343002001']"
5,"['668333100100', '686334000000', '866344000000', '666444000000', '666443002001', '666433022011', '666333222112']"
6,"['666333111212', '668333112121', '686334122212', '866344223121', '666444233211', '6616444333111', '61616444333111', '16166444333111', '1666443333112', '666433334121', '667333344211', '676333444111', '766334440110', '667343405101']"
6,"['686334111212', '866344112121', '666444122211', '6616444222111', '61616444222111', '16166444222111', '1666443222112', '666433223121', '667333233211', '676333333111', '766334330110', '667343304101']"
7,"['676333111212', '766334112122', '666343122221', '667433222211', '676333223111', '766333233111', '666333330110', '667333300100', '676333004001']"
8,"['667343122111', '676433220110', '766334200100', '667343000000', '676433000000', '766333003001']"
1,"['667343111212', '676433112121', '767333122211', '676333223111', '766333233111', '666333330110', '667333300100', '676334000000', '766344000000', '666443004001']"
5,"['668343100100', '686433000000', '866333002001', '666334022012', '666343223122']"
9,"['666343100100', '667433000000', '676334002001', '766344022012', '667443222122', '676433223221', '766333233211', '666334330110', '6616344300100', '6166443004001']"
9,"['676333100100', '766334000000', '666344000000', '666444000000', '666443002001', '666433022012']"
7,"['666343112221', '667433122211', '676334220110', '766343200100', '667433000000', '676333003001']"
7,"['676333111212', '766334112122', '666343122221', '667433222211', '676334220110', '766343200100', '667433000000', '676333003001']"
7,"['666343112221', '667433122211', '676333223111', '766333233111', '666333330110', '667333300100', '676333004001']"
8,"['676334122111', '766344222111', '667443222111', '676433220110', '766334200100', '666344000000', '667443003001', '676433033012', '766333334122', '667333344221', '676333444212']"
5,"['668333100100', '686334000000', '866344000000', '668443000000', '686433002001', '866333022011', '666333222112']"
6,"['6815334100100', '8158344000000', '1586444000000', '866444002001', '668444022011', '686444222111', '867443223111']"
8,"['676334110210', '766344100100', '666443000000', '667433002001', '676334022011', '766344222112', '666443223122']"
6,"['666333111211', '668333110110', '686334100100', '866343000000', '667433000000', '676334002001', '766343022012', '666433222122', '666333223222']"
9,"['667343110210', '676433100100', '766334000000', '666344000000', '666443002001']"
9,"['666333111211', '666333110110', '667333100100', '676334000000', '766343000000', '667433000000', '676334000000', '766344000000', '666444000000', '666443002001']"
9,"['667333100100', '676334000000', '766343000000', '667433000000', '676334000000', '766344000000', '666444000000', '666443002001']"
5,"['666344111211', '668443110110', '686433100100', '866334002001', '666344022011', '666444220110', '666444200100', '666443003001', '666433033011', '666333333111', '666333334111']"
6,"['686334100100', '866343000000', '667433000000', '676334000000', '766344000000', '666443002001', '667433022012']"
9,"['667333100100', '676333002001', '766333022011', '666333220110', '667333200100', '676334000000', '766343000000', '667433000000', '676333003001']"
6,"['686334111211', '866344110110', '667443100100', '676433000000', '766334000000', '666344000000', '666444000000', '666444000000', '666444000000', '666444000000', '666443000000', '667433000000', '676334000000', '766344002001', '668443022011', '686433222112']"
7,"['676333111211', '766334111111', '666344110110', '666443100100', '667433002001', '676334022011', '766343222112']"
9,"['676334110210', '766343100100', '667433000000', '676334000000', '766344002001', '666443023011']"
6,"['668333110210', '686334100100', '866343000000', '667433000000', '676334000000', '766343002001']"
6,"['686333102101', '866333022011', '666334220110', '666344200100', '666443003001']"
9,"['667333100100', '676334002001', '766343022011', '666433223111']"
6,"['666333111211', '668333110110', '686334100100', '866343000000', '667433000000', '676333002001', '766333022011', '666333222112']"
9,"['666344100100', '667443000000', '676433000000', '766334000000', '666344000000', '667443002001', '676433022012', '766333223122']"
9,"['667333100100', '676334000000', '766344000000', '666443000000', '667433000000', '676334000000', '766344000000', '666443002001', '666433022012']"
9,"['667333100100', '676334000000', '766344002001', '666443022012']"
9,"['766343100100', '667433000000', '676334000000', '766343000000', '667433000000', '676334000000', '766343002001']"
7,"['667333111212', '676334112121', '766343120210', '667433200100', '676334000000', '766344000000', '666443003001', '666433033012']"
7,"['666343111211', '667433111111', '676334110110', '766343100100', '667433000000', '676333002001']"
8,"['666333111222', '667333112221', '676333120210', '766334200100', '667344003001', '676444033011', '766444333111', '667443333111', '676433334111']"
5,"['666333100100', '666333000000', '668333000000', '686334000000', '866344002001', '666444022011', '666444222111', '668444220110', '686444203101', '866444033011', '668443330110', '686433304101']"
9,"['666343110210', '667433100100', '676334000000', '766343002001']"
9,"['667343100100', '676433000000', '766334000000', '666344002001', '666443022012']"
3,"['676333100100', '767333000000', '676334000000', '766344000000', '666443002001', '666433022011', '666333220110', '666333200100', '666333000000', '666333003001']"
9,"['666344100100', '667443000000', '676433000000', '766334000000', '666344000000', '667443002001', '676433022011', '766333222112']"
9,"['766344100100', '666443000000', '667433000000', '676334000000', '766344000000', '666443002001']"
9,"['667333111211', '676334110110', '766344100100', '666443000000', '667433000000', '676334000000', '766344000000', '666443002001', '666433022012']"
8,"['666333111211', '666334110110', '666344100100', '666443000000', '667433002001', '676334022011', '766343222112', '666433222122', '666333223222']"
4,"['666333111211', '666333110110', '666334100100', '668343000000', '686433002001', '866333022011', '666333222112']"
8,"['766343100100', '667433002001', '676334022011', '766343222112']"
9,"['666334110210', '666344100100', '667443000000', '676433000000', '766334000000', '666344000000', '666443002001', '666433022011', '666333222112', '666333223121', '666333233212']"
7,"['667333111211', '676334110110', '766344100100', '666444000000', '666443002001', '667433022011', '676333222112']"
5,"['668333122111', '686333222112', '866333223121', '666333233211', '668333330110', '686333300100', '866334000000', '666344000000', '666443004001', '666433044011', '666333444111', '666333444111', '668333440110', '686334400100', '866343005001']"
5,"['686333100100', '866334000000', '666344000000', '666443002001']"
9,"['676333100100', '766334000000', '667343002001', '676434022012', '766343223122']"
9,"['666333111211', '666333110110', '667333100100', '676334000000', '766343000000', '667433000000', '676334000000', '766344000000', '666443002001', '666433022012']"
9,"['676334110210', '766343100100', '667433000000', '676334000000', '766344000000', '667443002001']"
9,"['676334110210', '766343100100', '667433000000', '676334000000', '766344000000', '667443002001', '676433022012']"
6,"['668343100100', '686433002001', '866333022011', '666334223111', '666343233112']"
6,"['668343100100', '686433002001', '866333022011', '666334223111', '666343233112', '666433333122', '666333334222']"
6,"['686334100100', '866343002001', '666433022011', '666333222111', '666334220110', '666343203101']"
6,"['686334100100', '866343000000', '667433000000', '676334000000', '766344000000', '666444000000', '666444000000', '666444000000', '666443002001']"
6,"['666333111211', '668333110110', '686334100100', '866343000000', '667433000000', '676334000000', '766344000000', '666444000000', '666444000000', '666444000000', '666443002001']"
6,"['666333111211', '668333110110', '686334100100', '866343000000', '667433000000', '676334000000', '766344000000', '666444000000', '666444000000', '666444000000', '666443002001', '667433022012']"
6,"['666343111322', '666433112221', '666333122211', '668333220110', '686334200100', '866343000000', '667433000000', '676333003001', '767333033011', '676333333112']"
4,"['666334100100', '666344000000', '666444002001', '668444022011', '686444222111', '867443223111']"
4,"['666334100100', '666344000000', '666444002001', '668444022011', '686444222111', '867443223111', '676433233112']"
4,"['666333100100', '666333000000', '666333002001', '666333022012', '668333223121', '686334233211', '866343334111']"
9,"['666344100100', '667443000000', '676433000000', '766334000000', '667343000000', '676433000000', '766334000000', '667343002001', '676433022011', '766333222112']"
5,"['666343100100', '668433000000', '686334002001', '866344022011', '667443220110', '676433200100', '766333003001']"
2,"['676333111212', '766334112121', '667343122211', '676433220110', '767333200100', '676334000000', '766343000000', '667433000000', '676333003001', '766333033011', '666333333112']"
0,"['668343100100', '686433000000', '867333000000', '676334000000', '766343000000', '667433000000', '676334000000', '766344000000', '666443002001', '666433022012']"
6,"['668343100100', '686433002001', '866333022012', '666333223121', '666333234211']"
9,"['766344100100', '666443000000', '667433000000', '676334000000', '766344000000', '666444000000', '666443002001']"
6,"['686334100100', '866344000000', '668444000000', '686444000000', '866444000000', '666444000000', '668443000000', '686433002001', '866333022012']"
6,"['686334100100', '866344000000', '666444000000', '668444000000', '686444000000', '866444000000', '668443000000', '686433002001', '866333022012']"
6,"['666333102101', '668333022011', '686333222112', '866333223122', '666334233221', '666343334211', '668433344111', '686333444111', '866333445111']"
7,"['676333122111', '766334222112', '666344223121', '666443230210', '667433300100', '676333004001']"
9,"['766343100100', '667433000000', '676334000000', '766344000000', '667443002001']"
9,"['667333111211', '676334110110', '766343100100', '667433000000', '676334000000', '766344000000', '667443002001', '676433022012']"
9,"['666344120110', '667443200100', '676433000000', '766334000000', '666344000000', '667443003001', '676433033012']"
7,"['666334110210', '666344100100', '667443002001', '676433022011', '766334222111', '666344220110', '666443200100', '667433000000', '676334000000', '766344000000', '666443003001']"
4,"['666334100100', '666343000000', '666434000000', '666344002001', '666443022012']"
2,"['667343111211', '676433110110', '767333100100', '676334000000', '766344000000', '666444000000', '666443000000', '667433000000', '676333002001', '766333022011', '666333222112']"
2,"['666334112221', '666344122211', '667443222111', '676433220110', '767333200100', '676334000000', '766344000000', '666444000000', '666443000000', '667433000000', '676333003001', '766333033011', '666333333112']"
6,"['686333111212', '866333112122', '666334122221', '668343220210', '686433203101', '866333033011', '666333333112', '668333334121', '686333344212']"
